,CS106B,MATH51,ECON1,MATH52,CS103,ENGR40M,PHYSICS63,CS109,MATH53,CS229,PHIL1,CS106A,MATH113,CS107,MS&E221,CS221,STATS200,PHYSICS121,PHYSICS110,PHYSICS107,PHYSICS120,MATH131P,CHEM190,PHYSICS113,CS231N,MATH114,CS166,CS148,MATH108,PHYSICS170,PHYSICS160,MATH146,CS161,PHYSICS61,BIOE44,CS279,CS371,MATH120,MATH41,PSYCH90,MATH180,ENGR14,ECON102B,MS&E226,PHIL170,ENERGY160,STATS203,CS227B,PHYSICS70,SYMSYS100,MATH51H,MATH52H,MATH53H,CS193A,CS131,PHIL102,GEOPHYS110,CS251,ENGR62,ME101,CS168,CHEM31A,CHEM31B,EE102A,CS248,PSYCH131,BIO115,PHYSICS131,PHYSICS262,PHYSICS171,PHIL151,MS&E111,STATS191,PHYSICS161,PHIL150,PHYSICS112,PHYSICS65,MATH115,PHYSICS130,MATH109,CS143,CS145,CS242,CS181,CS240,CS144,CS193P,CME200,CME250,CS348B,MATH171,MATH159,MATH107,PSYCH164,MS&E311,STATS217,STATS207,ECON137,CME108,MS&E212,PUBLPOL104,MATH21,CS155,CS194,ENGR30,OSPKYOTO40M,PHYSICS220,PHYSICS134,PHYSICS330,PHYSICS230,PHYSICS108,PHYSICS231,MATH151,COMM108,STATS141,MATH137,MATH116,BIO43,CEE274A,CEE274B,CHEMENG183,PHYSICS152,HUMBIO128,PSYCH95,MATH143,ECON52,STATS240,ECON155,ECON178,PHYSICS21,CS147,PHYSICS23,CS210B,CS247,MS&E121,ENGR40,PSYCH101,CS224S,CS223A,PHYSICS361,EE263,EE364A,MCS100,CS238,CS205A,CS224N,EE102B,EE261,MATH118,PHYSICS172,MS&E245A,MATH121,MATH122,MATH145,PHYSICS44,AA100,CS102,STATS206,PHIL181,LINGUIST1,PHIL173B,PHIL175,PHIL194J,BIOMEDIN214,PSYCH147,PSYCH121,STATS215,PHYSICS211,ECON136,MATH148,CS124,MATH104,MS&E211,CHEM31X,CS106X,CHEM33,BIO41,ECON102A,CME100,CME102,BIO42,PHIL152,PHYSICS41,MATH42,MATH19,ENGR50,CS140,CS157,CS261,PHIL50,CS108,ECON50,CS224U,PHYSICS105,PHIL162,PHIL154,PHIL180,PHIL186,PSYCH30,PSYCH50,PSYCH45,PSYCH60B,PSYCH1,CME104,CME106,STATS202,CHEM35,CHEM131,CHEM130,CHEM135,MATH20,PHYSICS41A,CS240H,ECON51,CS245,CS154,CS210A,MATH51M,MATH106,PHYSICS45,STATS116,CS110,CS142,PHIL80,MATH162,PHYSICS43,CS228,CS246,CS107E,MATH230A,CME263,OSPBER40M,MATH205A,MATH154,MATH175,LINGUIST105,LINGUIST180,GS4,ME210,EE101A,CEE70,EE376A,CS229T,MATH136,MATH205B,MATH210A,CS267,CS367,STATS376A,MATH238,MATH172,EE42,CS190,CS265,CS243,CS167,MS&E334,EE46,CS41,CS274,CS194H,ENERGY102,STATS110,PSYCH60,EE108,MATH215A,PHYSICS64,ME80,MUSIC320A,LINGUIST230A,LINGUIST222A,ENGR15,EE180,ECON135,MS&E245B,STATS311,EE364B,ENGR10,CHEM151,CS9,PSYCH10,MATH147,CS272,CS211,STATS60,EARTHSYS101,CS262,CS239,CME102A,ECON183,CS334A,CME103,EE103,LINGUIST120,MS&E125,COMM106,EE178,MATH244,PHIL176,PHYSICS25,HUMBIO3B,HUMBIO129S,LINGUIST131,LINGUIST284,EARTHSYS151,PSYCH175,MS&E252,PSYCH120,HUMBIO4A,HUMBIO3A,LINGUIST288,PHIL359,EE278,CS358,MATSCI164,MATH216A,MATH210B,PHIL166,MATH210C,PHYSICS67,MS&E145,PSYCH206,ECON110,ECON101,ECON165,ECON146,COMM113,ME115B,ME203,ME216A,ME112,ME216B,ME216C,CS103A,STATS290,PHIL182,BIOE101,GEOPHYS120,CS241,ENERGY101,LINGUIST230B,EARTHSYS112,EARTHSYS111,EARTHSYS191,BIO158,MATH173,CS377U,MS&E120,HUMBIO2A,LINGUIST130A,PSYCH60A,PSYCH146,BIO156,COMM177A,PSYCH141,ME115A,STATS50,LINGUIST130B,CS376,PSYCH80,PHIL107B,PHIL187,PHIL184,ECON149,ECON118,MS&E130,ECON116,ECON124,ECON126,ECON141,ECON145,CHEM175,CHEMENG100,CHEMENG110,CHEMENG120A,ECON140,ECON143,CHEM132,ECON128,CHEMENG185A,CHEMENG170,CHEMENG150,CHEMENG185B,CHEMENG140,CHEMENG160,ECON112,PUBLPOL168,ECON121,ENERGY191,CEE171,AA279A,ME161,CEE177,CEE166A,BIOE41,BIOE123,BIOE103,BIOE141A,BIO153,BIOE141B,ME70,EE65,PUBLPOL105,MS&E245G,CHEM171,CHEMENG20,CHEMENG181,MS&E260,MS&E146,ECON102C,CHEM134,CHEM174,CHEM173,CHEM176,CHEM153,CHEM185,CEE262D,BIOE42,CEE176B,ENERGY104,ECON111,ECON179,ME261,EE107,ENGR105,ME227,PSYCH252,CEE262E,CS448B,ENGR20,CHEMENG120B,ECON144,ECON166,HUMBIO124C,HUMBIO151R,ME113,PHYSICS46,ECON154,ECON113,ME346A,AA242A,ECON159,GS102,GS90,EE101B,ME131A,CEE101A,CEE101C,EE134,MS&E243,MS&E295,STATS167,MS&E235,CS276,ECON157,BIO104,CHEM184,ECON127,ESS112,CEE101B,BIO101,CEE180,CEE203,CEE182,CME100A,CHEM181,IPS207,ME131B,HISTORY103D,EE222,EE223,BIOHOPK263H,EE368,COMM273D,CHEM137,CHEM223,ENGR25B,MATSCI152,EE142,ECON150,ECON125,PUBLPOL303D,CS109L,STATS315A,ME105,PUBLPOL107,MS&E246,MS&E220,CEE276,CHEMENG162,CHEMENG142,ECON5,BIO144,BIO256,STATS195,PHYSICS331,PHYSICS332,CHEM225,OSPSANTG130X,CHEMENG300,PUBLPOL102,IPS204B,ME140,ME250,ECON226,PUBLPOL205,BIO107,MATSCI196,SOC168,PHYSICS26,PHYSICS252,PHYSICS210,MATH236,PHYSICS234,EE377,CME212,MATSCI193,ENGR154,STATS271,MS&E112,BIOMEDIN225,EE109,ECON158,CS246H,BIOE244,CME104A,CHEMENG25B,BIOE103B,BIOE201C,BIOMEDIN217,BIOMEDIN224,EE236A,EE369A,EE369B,GENE224,CME192,CHEM183,BIOE211,BIOE454,EE124,BIOE313,BIOE212,BIOE210,CHEMENG355,BIO188,CHEMENG174,CEE271B,EE169,EE116,EE114,EE214A,EE255,EE271,EE282,EE273,EE153,EE264,CME309,MATH220,EE279,EE155,EE214B,EE179,ENGR205,EE373A,EE376B,EE212,CME364A,CS225A,MUSIC424,STATS300A,STATS310A,EE378B,STATS374,EE355,MUSIC420A,EE303,EE253,AA212,EE314A,CS316,EE213,EE122A,PHYSICS91SI,STATS219,STATS155,EE293B,EE254,ME318,ENERGY171,EE133,CS224D,MUSIC320B,EE118,CHEM221,OSPPARIS40M,AA228,BIOHOPK167H,MS&E201,MATH215B,MATH226,EE372,CHEM110,MATSCI190,EE47,CHEMENG242,CME181,STATS310C,CS233,EE388,STATS310B,MATH230B,MATH230C,CEE172,EE336,AA279B,EE242,AA210A,PHYSICS367,GS110,MATSCI198,EE311,EE346,PHYSICS260,EE216,GEOPHYS265,CME206,PHYSICS366,PSYCH193,CEE160,CEE270,CHEMENG432,CHEMENG345,BIO189,CHEMENG454,ENGR155C,CS42,PSYCH195,HUMBIO157,HUMBIO163,HUMBIO142,SOMGEN207,HUMBIO112,MI185,HUMBIO136,BIOMEDIN210,BIO258,BIOMEDIN156,CHEM33C,ENERGY271,CHEM31AC,PHYSICS22,CS294S,CS249A,ME271,PHYSICS42,ME181,AA241X,CHEMENG281,ME325,ENGR240,MATSCI151,ENGR155A,AA240A,BIOMEDIN371,CS106L,ME351A,ME300A,ME351B,ME300C,CS377M,AA200,ME262,BIO44Y,ME352C,MATSCI163,MATSCI358,EARTHSYS146A,EARTHSYS146B,ENERGY295,EARTHSYS158,CEE166B,CEE169,CEE164,CEE265D,CEE161A,GS104,ESS220,ESS251,GS105,GS180,CEE262A,GS103,PHIL286,MS&E262,PSYCH253,BIOMEDIN260,CHEM271,CME211,CHEM297,CHEM253,EE234,GS171,EE252,MS&E319,MS&E233,MS&E261,EE122B,CS244,CS244B,EE284,MUSIC422,EE304,CME213,EDUC257,AA272C,PSYCH266,CEE181,CEE183,ME204A,ME204B,AA280,ME309,AA256,RAD260,ME335A,CEE262C,CEE363B,CEE262F,OSPPARIS40P,AA241A,BIOMEDIN212,EE356A,EE251,EE236B,EARTHSYS258,BIO173,CS275,CS374,BIOE355,PSYCH178,PSYCH187,BIOMEDIN215,CS193W,ESS258,CHEMENG274,CME371,ENERGY293B,ME260,MATSCI199,IMMUNOL207,PHYSICS364,LINGUIST210A,LINGUIST222B,CS344,CS327A,ME202,EE316,ENERGY291,CS232,EE266,MS&E310,STATS371,CME304,STATS270,STATS231,LINGUIST289,STATS244,MS&E241,CEE209,CS448Z,PHYSICS351,PHYSICS373,STATS267,CEE178,CEE172A,CS377W,CME195,PHYSICS372,PHYSICS212,GS190,GS253,GS185,EARTHSYS251,EARTHSYS291,BIOPHYS371,PSYCH134,CS251P,PHIL251,CME204,ECON103,ESS246A,ESS246B,MATSCI203,CEE266A,GENE217,MS&E294,GS151,COMM208,MATSCI320,GEOPHYS162,EARTHSYS164,ENGR155B,AA240B,MS&E251,ENERGY223,MS&E355,PHYSICS368,MATH132,BIOHOPK163H,ESS151,BIO239,BIO234,PUBLPOL184,EE323,EE136,CEE195,ME116M,CME302,CS277,EE233,CME305,CME306,CS364A,STATS305,PHIL150X,CS348A,GS111,GEOPHYS222,GEOPHYS183,ENERGY293C,ENERGY221,GS255,LINGUIST250,PSYCH171,STATS263,MS&E352,PUBLPOL268,MATSCI195,COMM274D,COMM122,PHIL282,PSYCH149,APPPHYS273,ECON107,HRP256,CEE260A,PHYSICS62,AA241B,COMM206,MATH138,PHIL350A,MATH248,GS252,GEOPHYS251,GEOPHYS223,BIO163,COMM277A,CHEMENG240,GEOPHYS146A,ME300B,MATSCI251,ESS158,PSYCH104,ECON153,LINGUIST205A,GEOPHYS281,EE328,CEE274D,MUSIC421A,PHIL180A
MATH109,0.037570849608562634,0.024537239179588975,0.021038980024851706,0.01992947174661099,0.01784736041093104,0.01192509563938971,0.011641864504036547,0.011456977867547328,0.010210702078560849,0.00966444270693757,0.009199297768274082,0.00917215975114849,0.008495416207548491,0.008132868896426245,0.007217731057690353,0.00712033783079171,0.007047667537146823,0.007030561731573307,0.007019118988907208,0.0068622209087607225,0.006555527001123436,0.0064351497460618835,0.00486918106967182,0.004821290304225214,0.004764918747784365,0.004745681298811892,0.004710572117882997,0.004677151556429326,0.004639098005468335,0.004592456743770549,0.0045697322962636394,0.0045697322962636394,0.004214721260188475,0.004085434685505661,0.0025064347237852003,0.0025064347237852003,0.0025064347237852003,0.0024946231424895827,0.0024946231424895827,0.0024946231424895827,0.002468308954086051,0.0024654225153361684,0.0024654225153361684,0.0024654225153361684,0.0024474358652693718,0.0024474358652693718,0.0024474358652693718,0.0024474358652693718,0.0024461878624159224,0.0024284456066683852,0.0024266622451366605,0.0024266622451366605,0.0024266622451366605,0.0024021724018977453,0.0024021724018977453,0.0023835070279107865,0.0023650772865591993,0.002363415918262152,0.002363415918262152,0.002363415918262152,0.0023627463458866186,0.002358204303247827,0.002358204303247827,0.002314405210542707,0.002314405210542707,0.002299968131273465,0.002299968131273465,0.002292488612497083,0.002292488612497083,0.002292488612497083,0.0022841950478513138,0.0022773723447258414,0.0022773723447258414,0.002269764164990174,0.0021228260713641897,0.0018271132631815852,0.0017324533353664973,0.0017116521337512648,0.0016587724403689997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023734999231203935,-0.00032457407650145247,-0.00032475875709113785,-0.00039985785225262263,-0.0004270623382606213,-0.0024556759059546794,-0.0024556759059546794,-0.0026870360410154327,-0.004848004920385964,-0.004848004920385964,-0.004866664364362146,-0.004875464265156318,-0.004898206425309999,-0.004933828901419635,-0.004968760203426644,-0.005004310440831515,-0.00505264491021073,-0.0050573351974810095,-0.005077426307129643,-0.005078355372492357,-0.005102462857238449,-0.00513734228858036,-0.00514087409411833,-0.005670758859735878,-0.007322900130425691,-0.007322900130425691,-0.007322900130425691,-0.007322900130425691,-0.007329531300104877,-0.007329531300104877,-0.007329531300104877,-0.007329531300104877,-0.0073383281062234795,-0.007354439644171164,-0.007354439644171164,-0.007354439644171164,-0.007373099088147346,-0.007373099088147346,-0.007373099088147346,-0.007373099088147346,-0.00737983520196429,-0.00737983520196429,-0.007416060828472881,-0.007429830901077442,-0.007440842225391796,-0.007440842225391796,-0.007440842225391796,-0.007446350013324966,-0.009818381225485676,-0.009941669141136514,-0.010605273498577882,-0.012400062274702193,-0.012436287901210786,-0.014752731031503132,-0.014891693301480585,-0.029648889646202266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS166,-0.03154993664412275,0.015136942633933354,0.0006027249391606523,0.03359756629290598,0.0020708917166764825,-0.0011877852964776146,-0.0002830726531850921,0.045994612688046166,0.027216906480210492,0.014413589614199255,-0.006729683754839544,-0.05398262646130461,0.0010650647731329794,0.07098689460716057,-0.006312587627486527,0.008173302251115445,-0.008651671623464974,,0.0,,0.0033804051635049864,0.003090033278755666,,,0.02265957873944277,0.0,0.0,0.011162144225192466,0.006548463227444177,,,0.0030030111350698367,0.0542777508764902,0.015737278696494255,-0.0063264131584008345,0.0,,0.026758136241136144,-0.005878459139054028,,,0.0031767510000685526,,0.0,0.0034283358020363503,,0.0,-0.0022082740864715704,0.0,-0.0022307019803107903,-0.00288245227331061,0.0,-0.006701435320910863,0.007449226778840078,0.009881107725568262,0.0,,0.0008021625593021709,0.0,0.0,0.004509098434662274,-0.00857669640595097,0.003794372754865921,0.0035953670566291843,0.003895439600450646,,,,,,-0.003328264055603626,0.0,-0.0026140115349897325,,8.93049336860051e-05,0.0064344629218948055,0.003440569087536923,-0.00030973521374656575,0.0033804051635049864,0.0,0.009384299927008812,0.011846053430557954,0.012979010399043476,0.0033804051635049864,0.0,0.005757661897128173,0.0,,,0.0,0.00987681826221508,0.0,0.0031842934738873885,,,0.0036985760924967944,0.0,0.0,,,,0.0,0.01567724069160064,0.0,0.0,,,,,0.0,,0.0,0.0,-0.00598967188292963,,0.0,0.007114023559010816,0.0,,,,0.0,,-0.00628490988224367,0.006131331591698737,-0.006187887531930779,0.0,,,0.0,0.0,-0.005898040731935895,-0.0029836023300854205,,,0.003945491605405455,,,0.0,,0.0,0.0029229797658819044,,-0.002709293676849266,0.006804309073878842,0.013184052936477305,,,,,-0.0061236254770127025,0.022991165357985743,0.006505008896184859,0.0032705438455789496,,0.0031440389875090733,,-0.00603766008847524,,0.0,,,,,0.003405891016311274,,0.0,,0.0,0.0032705438455789496,0.004348089168928776,0.01665970672320829,0.0,-0.009145910167562025,0.04702146022336015,-0.008781525316059781,0.0,0.003405891016311274,-0.0005641327338088434,0.008122006766999014,0.0,,-0.014085309961808509,-0.00598967188292963,-0.00598967188292963,0.003794372754865921,0.009407234405456306,-8.982280853758566e-05,-0.006221388940158543,,-0.004548261217842811,0.0037080095211347317,-0.006146134247450944,-0.006111424347625311,,,,,0.0034112797881069323,0.0,0.0,,-0.0023701115521439706,,,0.0036985760924967944,-0.006290988188682032,0.0,0.0,,-0.00598967188292963,0.003757861784730355,-0.006701435320910863,0.00683587891967495,-0.006701435320910863,0.013932669545865462,0.00019314866998313177,0.0006877236633507482,0.0,0.006601817837254897,-0.0074661515602822675,0.032234927024605425,-0.0012707981605050486,0.0034283358020363503,0.0,0.004257310054100467,0.015553626788771696,0.013246359794671004,0.01111874229004838,0.009701272036310955,0.009390843027589909,0.006668651904003408,0.0065729515796820554,0.006430728190732006,0.0038116158249077103,0.003757861784730355,0.003757861784730355,0.0036694912279453735,0.0036503647015940035,0.0035953670566291843,0.0033994880918810167,0.003302407734103106,0.003302407734103106,0.003302407734103106,0.0032705438455789496,0.0032705438455789496,0.003234465050605909,0.003234465050605909,0.0031283204566288996,0.0031283204566288996,0.00300604201411753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005878459139054028,-0.006005513720463052,-0.006012758583329614,-0.006012758583329614,-0.006174937935951839,-0.00628490988224367,-0.00628490988224367,-0.006729683754839544,-0.009018920412176685,-0.00928805435302591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL151,0.03896759088863105,0.06096909421887684,0.021655457341616707,0.02137889658240528,0.0670364276663649,0.009354977740953075,0.013209628126778743,0.03979696985266053,0.01655483388740245,0.012677279641965989,0.0029281770645220246,0.026767649901265997,0.028363247344981656,0.05075252510329789,-0.006380193654138134,0.02298619475905888,-0.006380193654138134,0.003565515712023478,0.0,0.0,0.0,0.007076331825622468,,0.0,0.0031335130022823224,,0.0,0.0,0.01027845872870896,0.0,,0.0,0.0323533216712209,0.016844982764412274,,0.0,,0.03947485325835364,-5.962705661182415e-05,,0.0,0.0,-0.006146003425557168,,0.007448719923470055,,0.0,-0.012956704207152935,-0.005363348964367698,-0.02547511573117762,0.020208335824521896,0.01668718342679348,0.01013636607178859,0.003212453232069995,0.0035811493153313626,-0.010642489226706502,,0.0,0.006004789123282423,0.002268177973717817,0.0,-0.004795899366908174,0.0036356560692340912,0.0030483102577071,0.0,0.0035800008696227656,,0.0,0.003328337391458657,0.0,0.0,0.004037254061430994,0.0,,0.058791072897939625,-0.006225722038597372,0.013504255950449916,0.010588993971757027,0.0,0.0035108161135989904,0.003271206500415061,0.01702203522080689,0.0,-0.011659242769250273,0.0033709071475995583,0.003271206500415061,0.0030830234373561004,,,0.0,0.01680397241941804,0.0,0.010415271298390694,-0.0022980539887612742,,0.0,,0.0,,,,0.002002285796009958,0.013435716195415977,0.0035811493153313626,,0.0,,,0.003328337391458657,0.003328337391458657,,0.0,-0.006146003425557168,0.007331148248111622,0.0,,0.009316715792637324,-0.005836847170236652,,,,,,0.0039042707272002944,0.006807007672016477,0.0031384413013146525,0.0,0.0,0.0,0.006416058098372026,-0.011127983416508893,0.003316648523550235,0.006560127339175732,-0.011582060325817678,0.004037254061430994,-0.006569508822596519,0.0,0.0,0.0,,0.006829699571765881,0.0,,0.0,,-0.003585497542942689,,,-0.005983773281648402,,,0.0,0.0,0.003328337391458657,,0.0031986503865655586,0.0,0.0,-0.005758145079097202,-0.013521152593124752,0.0036099193616551616,0.005696002332943364,0.003632348389041816,,-0.005807696769606581,,,,0.0,0.0,0.006616889934870382,0.0035108161135989904,-0.006380193654138134,0.003942984084352861,0.03840015968656581,-0.005170106925225473,-0.00220119110100256,-0.004675319738355871,-0.0036924601087202137,0.0,0.0,0.003632348389041816,-0.040006230950929436,0.0049823839473254,-0.007899945176727482,0.004037254061430994,0.00978598763057172,0.0028061387367168643,0.0,-0.0028652167927700565,0.003599835090796027,-0.007437904651990035,0.0032159441477143257,0.003565515712023478,0.0,0.0,-0.0021961655033335263,0.0,0.005822155894393372,-0.034640298367629115,-0.0137054625665794,-0.011756269634081733,-0.00606492765415201,0.0,-0.002077307307845301,0.0,0.0035548801532196547,0.0,,,-0.0034582723574801185,,0.0,-0.006146003425557168,0.003272037879367824,0.013412663845914202,0.006560127339175732,,0.003647063462936774,-0.011279166920180474,-0.001778684174235021,0.019617420732515448,-0.003051702672003536,-0.04635256002982104,0.003938417419967104,-0.00028467298689479936,0.0,0.003212453232069995,0.0,0.0,,0.0,0.0071493422432917075,0.0,0.0,-0.0028300839644948795,0.0,0.0,0.0,0.0030483102577071,0.0,0.0,0.0,0.010076625732367953,0.0,0.010933365368646484,,,,,0.0,,0.003271206500415061,0.0,,0.0034266143368934087,,-0.003196856167020703,,0.003317736771871853,-0.006058578949738151,0.0038087062060715117,0.0035817210274234814,0.001799645694496934,,0.0,,0.0,,,0.003271206500415061,,0.0,,,,,,,,,0.0029870238284968845,,,0.007383064251847416,,0.003317736771871853,,,,0.0,0.013833068012016614,0.0,0.006852927527838542,0.004037254061430994,0.0039045339112182146,0.003768259533376006,0.003666610557220723,0.003632348389041816,0.0036099193616551616,0.0035811493153313626,0.003463211511569294,0.003353609392606007,0.003271206500415061,0.003212453232069995,0.0031986503865655586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017704427081755875,-0.002368609637477741,-0.004300897663319243,-0.005758145079097202,-0.005807696769606581,-0.005836847170236652,-0.005914431334263514,-0.0060071073831937894,-0.006058203358194959,-0.006380193654138134,-0.0065765105530148,-0.008336719351769573,-0.011396176093629534,-0.011765096631134496,-0.013107782248178958,-0.016454622959227845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
