,ECON50,ECON102A,ECON51,ECON1,PUBLPOL105,PUBLPOL104,CHEM31A,PSYCH1,MATH20,MATH21,STATS110,MATH51,PUBLPOL102,ECON102B,OSPSANTG130X,CS106A,PHIL1,ECON178,ECON126,ECON52,ECON136,MATH41,MATH42,EARTHSYS112,CHEM31B,ECON155,EARTHSYS111,ECON118,ECON102C,MATH19,CS106B,CS107,CS103,ECON124,ME101,HUMBIO129S,HUMBIO2A,CHEM35,HUMBIO3A,HUMBIO4A,CHEM33,ECON145,ECON127,PHIL80,ECON150,CHEM31X,PHYSICS43,ECON101,PHYSICS21,MS&E111,PSYCH50,PSYCH45,PSYCH10,PSYCH80,ECON116,ECON140,CS102,ECON137,PHIL170,ECON183,ECON112,ECON149,PHYSICS23,PHYSICS25,BIO101,ECON159,CME100,ECON143,PSYCH95,ECON146,ECON135,AA100,STATS191,ECON141,ENERGY101,PHYSICS41,CME100A,ECON166,IPS204B,MATH53,MATH104,MATH52,PSYCH60,PSYCH30,MATH113,STATS116,PHIL184,MATH115,PHYSICS70,PHIL173B,PHIL150,PSYCH195,PUBLPOL168,CS109,CS147,CS124,CS142,CS227B,CS161,CS157,CS145,CS110,ENGR40M,STATS60,MATH108,PHYSICS41A,ECON111,PSYCH90,CME102,ENGR20,CME104,CHEMENG100,CHEM131,CHEMENG120A,CHEM171,CHEMENG181,CHEM130,CHEM173,CHEMENG110,CHEM175,CHEMENG120B,MATSCI152,CHEMENG185A,CHEMENG162,CHEMENG150,CHEMENG185B,CHEMENG142,CHEMENG170,PHYSICS45,CHEMENG20,BIO41,CME106,BIO42,PSYCH60B,BIOE101,CHEMENG140,PHYSICS44,ECON165,ENGR25B,CHEMENG183,CHEMENG174,ENERGY102,CHEMENG242,ENGR30,CME181,STATS202,STATS200,LINGUIST1,MATH51M,CHEMENG25B,BIO43,CHEM181,ENGR50,EE47,ENGR14,ME80,CHEM110,CME102A,CME104A,CHEM190,MATSCI190,MATSCI164,PHYSICS61,MS&E245A,MS&E120,MS&E121,MS&E130,MS&E145,MS&E245G,MS&E211,AA228,CS221,STATS203,MATH171,MCS100,MS&E221,CME103,MS&E125,MS&E252,MS&E146,MS&E260,MS&E226,CS181,ENGR40,MS&E245B,MS&E261,MS&E112,MS&E262,HUMBIO3B,MS&E233,CME192,CS106X,CS108,EE103,MS&E220,CS229,ENGR10,PHYSICS63,EE101A,EE102A,EE116,CS194H,EE65,CS193P,EE180,CS246,CS448B,CS155,CS224U,CS107E,EE46,ECON113,CS241,CS223A,CS210B,CS148,CS194,PHIL102,BIOE42,BIOE44,BIOE123,BIOE103,BIOE141A,CEE176B,ME70,ME131A,OSPBER40M,ME161,ENGR15,ME112,ME131B,ME351A,BIOE41,BIOE141B,OSPPARIS40P,ME113,ME140,ENGR154,ENGR240,ME181,CHEM151,AA279A,ME318,BIO156,BIO115,ENERGY104,ENERGY160,CS238,CHEM132,CHEM134,BIOMEDIN260,BIO153,MATH131P,CME108,PHYSICS120,PHYSICS121,EE222,ME210,EE223,ME346A,BIOMEDIN224,CS279,ME105,ENGR105,AA241X,CEE70,CEE172,EE242,PHYSICS110,PHIL151,OSPKYOTO40M,PSYCH141,CEE101C,CEE101B,CEE101A,CEE182,CEE183,CME200,SYMSYS100,ENGR62,ME325,ME227,AA240A,ME204A,ME204B,MATSCI163,LINGUIST120,COMM106,LINGUIST105,PHIL154,PHYSICS112,PHYSICS113,PHYSICS105,PSYCH146,ME115A,ME115B,ME216A,ME216B,ME216C,EARTHSYS101,ME250,CEE180,CEE181,EE142,MATSCI151,CME211,ECON157,AA280,CEE166A,CEE177,CEE262E,GENE224,BIOE244,CS168,CS131,EE263,EE178,CS231N,EE179,EE293B,ENERGY191,MATH148,MATH226,ME300A,ME351B,ME300C,MATH109,MATH146,MATH106,MATH151,PHYSICS46,EE101B,BIO104,CEE171,ME309,COMM108,CHEM184,CHEMENG355,CHEMENG454,PHYSICS42,EE124,CHEM185,MS&E246,MATH114,EARTHSYS146A,CHEM135,EE261,BIO258,EE108,EE373A,PHYSICS65,MS&E243,PSYCH101,AA256,CHEMENG160,EE376A,PHYSICS130,PHYSICS131,EE216,PHYSICS170,CEE160,ME271,BIOE103B,CS294S,BIO256,AA242A,AA210A,ENGR205,EE118,BIOE313,CS193A,CS377U,COMM113,EE134,MATH51H,MATH52H,MATH53H,MATH120,MATH205A,MATH215A,MATH121,MATH116,MATH145,MATH122,MATH154,MATH136,MATH220,MATH230A,MATH205B,CS233,EE388,STATS300A,STATS310B,STATS311,STATS310C,CS274,RAD260,CS224N,STATS215,LINGUIST180,PHIL187,STATS50,EE102B,EE114,EE133,PHIL176,EE153,ME262,ME352C,GS4,CS42,CS103A,PHIL181,PHIL180,PSYCH120,CS210A,CS154,STATS217,EE278,EE364A,EE364B,PSYCH60A,CHEM183,CHEM176,EE122A,AA279B,PHYSICS262,PHYSICS171,PHYSICS107,PHYSICS330,PHYSICS160,PHYSICS161,PHYSICS366,PSYCH147,EE264,MATH143,CHEM137,CHEM221,CHEM174,ENERGY295,EE107,HUMBIO151R,CEE166B,OSPPARIS40M,CEE274A,EARTHSYS158,PHIL50,PSYCH266,PHIL107B,PHIL152,ME335A,CEE262A,CEE262C,EARTHSYS191,CEE363B,EARTHSYS146B,EARTHSYS151,CEE262F,CEE271B,EE169,BIOMEDIN217,BIOE201C,BIOMEDIN214,CS143,MATH137,HUMBIO124C,ME203,CS144,PHYSICS91SI,MATH173,MATH210A,MATH159,MATH210B,MATH210C,MATH147,MATH244,PHYSICS152,PHYSICS231,PHYSICS361,MATH175,PHYSICS67,PHYSICS134,MATH216A,MATH215B,MATH107,EE109,EE271,MATH172,PHYSICS230,PHYSICS367,PHYSICS331,PHYSICS332,CS348B,CS251,MATH236,EE376B,CS228,PHYSICS211,PHYSICS210,CS261,MATSCI198,EE311,BIOE211,CS371,STATS219,ECON5,STATS310A,CS334A,CS140,CS248,EE377,MATH118,EE336,EE346,GEOPHYS120,CS276,CHEM153,PSYCH206,PHYSICS108,MATH238,BIOE454,ECON121,CHEMENG300,PHIL194J,PHIL186,CS166,EE212,EE214B,EE251,CS229T,CS225A,EE155,PHYSICS172,CS265,EE279,EE214A,CS245,STATS240,ECON179,CS242,PHYSICS62,CME302,CME305,CME306,CHEM223,MI185,BIO158,STATS141,BIO188,BIO189,CS272,BIOMEDIN210,EE122B,MS&E251,BIO173,LINGUIST230A,CS247,PSYCH164,MATH162,CEE274B,CS275,ESS251,BIOMEDIN215,BIO144,PSYCH175,PHYSICS22,PSYCH131,BIO107,HUMBIO157,CS224S,PSYCH121,BIO234,EARTHSYS258,PHIL162,CS106L,CS262,CS205A,ME261,LINGUIST130A,BIO239,BIOMEDIN371,EE303,EE236A,BIO163,BIOPHYS371,GS90,ESS112,CS9,HUMBIO128,STATS290,IMMUNOL207,CS376,CS374,PSYCH253,MUSIC320A,EE253,EE273,MS&E235,HUMBIO163,CS316,BIOMEDIN212,CS190,LINGUIST130B,STATS207,EE369A,EE369B,PHIL175,HUMBIO142,LINGUIST289,GEOPHYS110,PHIL286,CS239,PSYCH134,ECON128,IPS207,CS224D,EE368,CS327A,ECON154,CS377W,CS240H,ECON144,CS348A,STATS376A,STATS371,PSYCH171,PSYCH193,CS211,CME263,CS244,CS249A,CS244B,PSYCH252,EE236B,CME250,CS246H,MUSIC320B,MUSIC424,CS251P,PUBLPOL303D,PUBLPOL184,EARTHSYS164,EARTHSYS291,EARTHSYS251,ECON125,ESS151,CEE203,CS240,CS344,EE314A,STATS206,PHIL359,CS267,CS367,CS448Z,CS243,EE378B,STATS374,STATS315A,CEE178,MS&E201,MS&E310,MATH180,ENERGY171,LINGUIST222A,MS&E295,CME206,BIOHOPK163H,HUMBIO112,HISTORY103D,CEE172A,ESS246B,CME195,GS190,GS171,MS&E294,CEE164,MATSCI199,LINGUIST288,LINGUIST210A,LINGUIST131,LINGUIST230B,PUBLPOL107,ECON110,SOC168,PHYSICS26,COMM208,CHEM33C,HUMBIO136,EE42,BIOE212,ENGR155B,STATS271,ENERGY291,ME260,AA241A,AA241B,AA200,ENGR155A,AA240B,CS358,CS41,CHEMENG281,CS377M,BIO44Y,ENGR155C,MATSCI193,MATSCI358,CEE161A,CEE169,ENERGY271,PHIL182,COMM206,GS104,COMM273D,MATSCI251,COMM177A,PSYCH104,CS109L,CME364A,EE372,BIOHOPK167H,PHIL166,CS167,PHIL251,PHYSICS220,PHYSICS212,PHYSICS64,STATS155,PHYSICS252,PHYSICS234,PHYSICS351,BIOE210,LINGUIST250,EE254,SOMGEN207,CME213,EE316,EE323,EE213,MS&E319,BIOMEDIN225,CS232,GS105,GS185,EE282,CEE262D,GS102,GS103,GS110,ESS220,CHEM271,ESS246A,EE356A,AA272C,GS180,MATSCI203,CEE266A,GENE217,EE255,STATS244,GS151,MATSCI320,GEOPHYS162,PUBLPOL268,STATS167,ME116M,GS253,CHEM225,CHEMENG432,EE234,EE252,MS&E212,MS&E355,MUSIC420A,CHEM31AC,MATH230B,MATH230C,ENERGY293B,ENERGY223,CEE260A,LINGUIST222B,ECON226,MATSCI196,STATS270,CME212,ESS258,CHEMENG274,PHYSICS372,PHYSICS373,STATS231,STATS195,ECON103,BIOMEDIN156,PSYCH187,BIOHOPK263H,ECON158,EE136,CS277,MS&E311,EE266,CEE265D,MUSIC422,EE304,ENERGY293C,ENERGY221,PHYSICS260,CME309,CME304,MS&E241,CEE209,APPPHYS273,PHYSICS368,GEOPHYS265,ECON107,COMM122,CS193W,ME202,ESS158,GS111,GEOPHYS222,GEOPHYS183,PSYCH149,EE355,AA212,PUBLPOL205,CEE276,MS&E352,HRP256,MATSCI195,CS364A,STATS263,PHIL150X,EE328,CME371,BIOE355,STATS305,MATH132,EE233,EE284,MS&E334,CHEMENG240,LINGUIST284,EDUC257,LINGUIST205A,CME204,GS255,STATS267,GS252,GEOPHYS251,GEOPHYS223,MUSIC421A,COMM274D,CEE195,ME300B,PHIL282,PHIL180A,ECON153,PHYSICS364,CEE270,CHEM297,CHEM253,COMM277A,CHEMENG345,PSYCH178,MATH138,CEE274D,GEOPHYS146A,PHIL350A,MATH248,GEOPHYS281
PUBLPOL105,0.3670684323930762,0.10196551932490933,0.0623985895544446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG162,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E245G,0.40555002530984885,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.2875589401610543,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME106,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.4766479134351547,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08919441628744766,0.0,0.0,0.0,0.0,0.0,0.327701668875669,0.0,0.0,,-0.5350941740024217,0.0,0.0,0.12068783338995072,0.0,0.0,0.2994432291678409,,,0.0,,0.0,0.2590804095201183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.6364694512848131,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.1261591518512396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16926636009389992,0.0,0.0,0.0,,0.0,0.1480289922836138,0.0,0.35135640427982767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501159125423175,0.0,0.41494423182698176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0008865766962144872,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13720036033853616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS61,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
