,ECON50,CS106B,CS106A,MATH51,PHYSICS23,MATH53,MS&E120,STATS110,PSYCH1,ECON1,MS&E111,ENGR14,MS&E121,MS&E130,ECON51,MS&E145,MS&E245G,ECON102A,CS103,MATH52,MS&E211,CS107,CS161,STATS200,MATH113,AA228,CS221,STATS203,MATH171,CME100,ENERGY101,ECON140,STATS116,MCS100,CS102,MS&E221,STATS191,MATH41,MATH42,CME103,MS&E125,PHYSICS21,MS&E252,MS&E146,PHYSICS43,ECON111,CHEM31A,CHEM31B,CHEM33,BIO41,ENGR30,MS&E260,MS&E226,STATS202,ECON116,CS147,PHYSICS41,CS181,ENGR40,ENGR50,MS&E245A,CS142,MS&E245B,MATH20,MATH21,ECON52,MS&E261,MS&E112,MS&E262,MATH19,STATS60,HUMBIO2A,HUMBIO3A,HUMBIO3B,HUMBIO4A,ENGR25B,MS&E233,PSYCH60,ECON143,ECON183,CME192,CS109,CS145,CS106X,CS108,MATH51M,CS124,ENGR40M,PSYCH30,ECON102B,CME102,ME101,EE103,MS&E220,CS229,PSYCH50,MATH104,ENGR10,PHYSICS63,CME104,EE101A,EE102A,CME106,EE116,CS110,CS194H,EE65,CS193P,EE180,CS246,CS448B,CS157,CS155,CS224U,CS107E,EE46,CME100A,ECON137,ECON136,ECON113,ECON178,ECON112,ECON101,CS241,CS223A,CS210B,CHEM31X,CS148,CS194,PHIL184,PHIL80,PHIL150,PHIL102,ENGR20,CHEM35,CHEMENG100,CHEM131,CHEMENG120A,CHEM171,CHEMENG181,CHEM130,CHEM173,CHEMENG110,CHEM175,CHEMENG120B,MATSCI152,CHEMENG185A,CHEMENG162,CHEMENG150,CHEMENG185B,CHEMENG142,CHEMENG170,PHYSICS45,CHEMENG20,BIO42,PSYCH60B,BIOE101,HUMBIO129S,CHEMENG140,PHYSICS44,ECON165,CHEMENG183,PHIL1,CHEMENG174,OSPSANTG130X,ENERGY102,CHEMENG242,CME181,LINGUIST1,CHEMENG25B,BIO43,CHEM181,PSYCH95,EE47,ME80,CHEM110,CME102A,CME104A,CHEM190,MATSCI190,MATSCI164,PHYSICS61,PUBLPOL105,PUBLPOL104,PUBLPOL102,ECON126,EARTHSYS112,ECON155,EARTHSYS111,ECON118,ECON102C,ECON124,ECON145,ECON127,ECON150,PSYCH45,PSYCH10,PSYCH80,PHIL170,ECON149,PHYSICS25,BIO101,ECON159,ECON146,ECON135,AA100,ECON141,ECON166,IPS204B,MATH115,PHYSICS70,PHIL173B,PSYCH195,PUBLPOL168,CS227B,MATH108,PHYSICS41A,PSYCH90,ME70,ME203,MS&E246,MS&E235,CEE70,CEE176B,ME216A,CS238,CME108,ECON179,PSYCH60A,MATH120,MATH172,MATH116,MATH145,MATH122,MATH143,MATH147,HUMBIO124C,HUMBIO163,CS248,CS348B,CS245,CS205A,SYMSYS100,LINGUIST130A,PHIL151,CS154,MATH51H,CS106L,CS143,CS251,CS210A,CS224N,OSPBER40M,PHIL176,ENERGY104,CS274,CS168,MATH131P,MATH106,EE261,ENGR62,COMM108,COMM106,ECON157,CS225A,CS231N,EE107,EE263,EE108,EE102B,EE179,EE222,EE223,CS316,LINGUIST120,PSYCH131,PHIL180,PHYSICS65,EE101B,EE142,PSYCH120,PSYCH121,PSYCH164,PSYCH147,CS193A,STATS240,PHYSICS105,MATH107,EE169,EE124,EE178,ENGR105,EE118,EE155,MUSIC320A,EE264,ME210,EE212,EE134,EE278,EE373A,EE236A,EE303,EE253,EE271,ENGR205,OSPKYOTO40M,EE273,BIOE44,BIOE41,BIOE42,BIOE123,BIOE103,BIOE141A,BIOE141B,CHEM151,CHEM132,CHEM134,CHEM174,CHEM176,CHEM153,BIO104,CS371,BIOMEDIN217,BIO153,BIO156,BIO115,MI185,BIO158,STATS141,ME115A,ENGR15,ME131A,ME112,BIO188,BIO189,BIOE454,CS279,CS272,ME181,ME161,ME131B,ME140,BIOMEDIN224,CHEM135,PSYCH141,PSYCH101,CS228,CHEM183,GENE224,BIOMEDIN210,BIOMEDIN260,CS131,EE122A,EE122B,EE133,MS&E251,ENGR154,BIO173,LINGUIST230A,PHIL186,CS247,AA240A,BIOE103B,CHEM184,CHEM185,PHIL152,MATH162,CS140,CS144,CEE274A,CEE274B,MATH109,STATS215,CS275,CEE101B,MATSCI163,MATSCI151,BIO256,CEE177,ESS251,BIOMEDIN215,BIO258,BIOE244,EE114,BIO144,PSYCH175,PHYSICS22,BIO107,HUMBIO157,PSYCH146,CS224S,PHYSICS120,PHYSICS121,PHYSICS107,PHYSICS130,MATH114,PHYSICS131,PHYSICS113,PHYSICS210,PHYSICS170,PHYSICS171,EARTHSYS158,BIOE211,ME115B,BIO234,EARTHSYS258,PHIL154,PHIL162,CHEM137,ENGR240,ME113,CS262,EARTHSYS191,ME216B,ME216C,LINGUIST105,PHYSICS161,ME261,CHEM223,CS103A,BIO239,BIOMEDIN371,BIOE201C,EE364A,EE153,CS294S,BIO163,RAD260,STATS50,BIOPHYS371,GS90,HUMBIO151R,CHEM221,ESS112,CS242,GS4,PHIL50,EE109,CS166,CS9,HUMBIO128,STATS290,IMMUNOL207,CS376,CS374,PSYCH253,PHYSICS110,PHYSICS112,PHYSICS91SI,MATH173,MATH215A,PHIL181,MATH52H,MATH121,MATH53H,MATH154,MATH205A,MATH210A,MATH159,MATH205B,MATH210B,MATH210C,MATH230A,MATH244,PHYSICS152,PHYSICS262,PHYSICS330,PHYSICS231,PHYSICS361,PHYSICS160,MATH146,MATH175,PHYSICS67,AA279A,PHYSICS134,MATH216A,MATH215B,EE376A,ME318,PHYSICS230,MATH136,AA210A,PHYSICS367,PHYSICS331,PHYSICS332,ENERGY191,MATH236,EE376B,EE364B,MATH220,PHYSICS211,CS261,MATSCI198,EE311,STATS217,STATS219,ECON5,STATS310A,CS334A,EE377,MATH118,EE336,EE346,GEOPHYS120,CS276,PSYCH206,PHYSICS108,MATH238,EE242,ME346A,EE216,AA242A,MATH148,ECON121,CHEMENG300,PHIL194J,PHIL107B,EE214B,EE251,CS229T,MATH137,EE293B,PHYSICS172,CS265,EE279,EE214A,AA279B,PHYSICS366,PHIL187,MATH151,ME227,PHYSICS62,EARTHSYS146A,CME302,CME305,CME306,ME351A,OSPPARIS40P,ENERGY160,ME105,AA241X,CEE172,CEE101C,CEE101A,CEE182,CEE183,CME200,ME325,ME204A,ME204B,EARTHSYS101,ME250,CEE180,CEE181,CME211,AA280,CEE166A,CEE262E,MATH226,ME300A,ME351B,ME300C,PHYSICS46,CEE171,ME309,CHEMENG355,CHEMENG454,PHYSICS42,MS&E243,AA256,CHEMENG160,CEE160,ME271,BIOE313,CS377U,COMM113,CS233,EE388,STATS300A,STATS310B,STATS311,STATS310C,LINGUIST180,ME262,ME352C,CS42,ENERGY295,CEE166B,OSPPARIS40M,PSYCH266,ME335A,CEE262A,CEE262C,CEE363B,EARTHSYS146B,EARTHSYS151,CEE262F,CEE271B,BIOMEDIN214,BIOMEDIN212,CS190,LINGUIST130B,STATS207,EE369A,EE369B,PHIL175,HUMBIO142,LINGUIST289,GEOPHYS110,PHIL286,CS239,PSYCH134,ECON128,IPS207,CS224D,EE368,CS327A,ECON154,CS377W,CS240H,ECON144,CS348A,STATS376A,STATS371,PSYCH171,PSYCH193,CS211,CME263,CS244,CS249A,CS244B,PSYCH252,EE236B,CME250,CS246H,MUSIC320B,MUSIC424,CS251P,CEE178,MS&E201,MS&E310,MATH180,ENERGY171,LINGUIST222A,MS&E295,PHIL359,EARTHSYS164,EARTHSYS291,EARTHSYS251,ECON125,ESS151,CEE203,CS240,CS344,EE314A,STATS206,PUBLPOL303D,PUBLPOL184,CS267,CS367,CS448Z,CS243,EE378B,STATS374,STATS315A,ENGR155A,ENGR155B,AA200,ME260,AA240B,PUBLPOL107,ECON110,SOC168,PHYSICS26,CME206,MATSCI199,LINGUIST288,LINGUIST210A,LINGUIST131,LINGUIST230B,BIOE212,EE42,STATS271,BIOHOPK163H,HUMBIO112,HISTORY103D,CEE172A,ESS246B,CME195,GS190,GS171,MS&E294,CEE164,ENERGY291,COMM208,CHEM33C,HUMBIO136,AA241A,AA241B,CEE161A,CEE169,ENERGY271,PHIL182,COMM206,GS104,COMM273D,MATSCI251,COMM177A,PSYCH104,CS358,CS41,CHEMENG281,CS377M,BIO44Y,ENGR155C,MATSCI193,MATSCI358,BIOE210,CS109L,CME364A,EE372,BIOHOPK167H,PHIL166,CS167,PHIL251,PHYSICS220,PHYSICS212,PHYSICS64,STATS155,PHYSICS252,PHYSICS234,PHYSICS351,LINGUIST250,EE254,SOMGEN207,CS232,GS105,GS185,PUBLPOL268,STATS167,ME116M,CME213,EE316,EE323,EE213,MS&E319,CHEM271,CHEM225,CHEMENG432,GS102,EE234,EE252,EE282,CEE262D,GS103,GS110,ESS220,ESS246A,EE356A,AA272C,GS180,MATSCI203,CEE266A,GENE217,EE255,STATS244,GS151,MATSCI320,GEOPHYS162,GS253,BIOMEDIN225,MS&E212,MS&E355,MUSIC420A,CHEM31AC,MATH230B,MATH230C,ENERGY293B,ENERGY223,CEE260A,LINGUIST222B,ECON226,MATSCI196,STATS270,CME212,ESS258,CHEMENG274,STATS195,ECON103,PHYSICS372,PHYSICS373,STATS231,BIOHOPK263H,ECON158,EE136,BIOMEDIN156,PSYCH187,CS277,MS&E311,EE266,CEE265D,MUSIC422,EE304,ENERGY293C,ENERGY221,PHYSICS260,CME309,CME304,MS&E241,CEE209,APPPHYS273,PHYSICS368,GEOPHYS265,ECON107,COMM122,CS193W,ME202,ESS158,GS111,GEOPHYS222,GEOPHYS183,PSYCH149,EE355,AA212,CEE276,PUBLPOL205,MS&E352,HRP256,MATSCI195,CS364A,PHIL150X,EE328,CME371,BIOE355,STATS305,STATS263,MATH132,EE233,EE284,MS&E334,LINGUIST284,CHEMENG240,LINGUIST205A,EDUC257,CME204,GS255,STATS267,GS252,GEOPHYS251,GEOPHYS223,MUSIC421A,ME300B,COMM274D,CEE195,PHIL282,PHIL180A,ECON153,CEE270,PHYSICS364,CHEM297,CHEM253,COMM277A,CHEMENG345,PSYCH178,MATH138,CEE274D,GEOPHYS146A,PHIL350A,MATH248,GEOPHYS281
MS&E245G,0.40548452991306494,0.28765391021524916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG162,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBLPOL105,0.3669767339486387,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.06245044924557168,,,0.10196916974991949,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E145,0.10759362622770961,0.3863477525655755,0.0,0.0,0.0,0.0,0.8657327186507937,0.0,0.0,1.1139140179217923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24542347596852354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO42,0.0,0.029881425372754983,0.0,0.30622140369468687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.15514387274075012,0.0,0.0,0.1056432709648936,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.7371780584816771,1.5599913617078318,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.5181749016863698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579990594208482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
