,gpa_A,MATH51,CHEM33,CS106A,CHEM31X,ENGR14,CME102,MATH21,CHEM31B,BIO41,GS4,PHYSICS43,STATS60,CS106B,PHYSICS41A,MATH20,PHYSICS41,EARTHSYS112,CME100,CHEM131,PHYSICS23,PHYSICS25,PHYSICS21,CME100A,CEE171,MATH19,CHEM35,MATH53,CEE101A,PHYSICS45,EARTHSYS191,EARTHSYS111,CHEMENG20,STATS141,CHEM132,CS181,ENGR40,CS262,CS102,CEE164,CEE265D,CHEM135,CS103,CHEM130,BIO188,BIO104,HUMBIO2A,ENGR30,PSYCH1,BIO42,BIO43,CEE172,CEE160,PHYSICS42,GS102,GS105,GS110,GS104,CEE177,STATS195,ESS220,ESS221,GEOPHYS120,PHYSICS46,CEE166A,CEE101C,CEE166B,CEE169,EARTHSYS151,CEE262D,MATH51H,MATH41,ME80,BIO153,ESS251,CME195,CME106,CEE176B,CEE262E,EE293B,ENGR40M,ME101,ENGR15,CS142,CHEM181,CHEMENG183,CS145,CS221,BIOE103,CS161,PHYSICS22,BIO258,CS275,CS107,BIOE44,ECON102A,CS229,EARTHSYS146A,CS246,CS109,CS109L,BIO44X,BIO44Y,PHYSICS26,CEE274A,CS157,CS108,MI185,PSYCH121,CHEM31AC,MS&E111,MS&E245A,BIO144,ENGR50,AA100,MATH52,PHYSICS44,GEOPHYS110,GS180,CHEM33C,ME70,ME203,ME115A,ME115B,PSYCH80,ECON116,ME216A,ME112,ME318,ME181,CEE270,CEE278A,CME192,CS106L,ENGR20,CHEM171,CHEMENG100,CHEM173,CHEMENG110,CHEMENG120A,CHEM175,CME104,CHEMENG120B,CHEMENG185A,CHEMENG170,CHEMENG150,CHEMENG181,CHEMENG162,CHEMENG185B,CHEMENG140,CHEMENG160,ENERGY104,CEE203,MATSCI164,MATSCI163,ENGR62,PSYCH95,HUMBIO129S,MS&E120,CEE262A,STATS202,STATS191,EARTHSYS251,CEE266A,CS243,CS144,gpa_D,gpa_NP,gpa_NaN,CHEM31A,CEE101B,MATH42,ECON1,STATS110,CEE70,GS90,GS103,CS279,PHIL150,LINGUIST1,BIOE41,CME102A,ENERGY101,ENERGY102,CEE161A,gpa_C,gpa_B,MATH121,MATH52H,MATH53H,MATH205A,PHYSICS110,MATH210A,PHYSICS61,MATH120,PHYSICS63,MATH154,MATH145,PHYSICS65,MATH172,MATH244,PHYSICS130,PHYSICS131,PHYSICS262,MATH143,EE102A,EE376A,MATH220,MATH215B,PHYSICS120,PHYSICS121,PHYSICS170,PHYSICS107,MATH159,PHIL152,CS228,CS261,STATS200,CS110,CS225A,MATH131P,MATH115,PHYSICS105,MATH175,PHYSICS108,PHIL151,CS143,CS334A,CME103,EE372,CS210A,CS210B,MATH136,PSYCH45,MATH216A,CS107E,EE364A,PHYSICS152,PHYSICS171,PHYSICS160,PHYSICS231,PHYSICS330,PHYSICS172,PHYSICS220,MATH171,PHYSICS64,PSYCH50,MATH205B,STATS167,MATH210B,CS227B,CME306,CS193A,EE278,CS41,EE261,CS265,CS166,CS233,CME108,MATH210C,MATH107,MATH230B,MATH230C,MATH234,STATS350,STATS316,MATH236,MATH238,STATS207,CS124,MATH162,STATS215,EE364B,STATS311,PHYSICS70,CS193P,PHIL80,LINGUIST130A,PHIL181,PHIL187,PHIL170,PHIL180,PHIL102,ECON50,ECON102B,ECON51,PSYCH10,MATH108,PHIL1,STATS315A,STATS310C,STATS374,EE263,CME302,STATS300A,STATS376A,PHYSICS62,PHYSICS67,EE376C,CS224N,PHYSICS134,CS348B,CS251,EARTHSYS101,PHYSICS230,PHYSICS113,MS&E351,EE378B,CS148,PHYSICS331,STATS217,EE102B,CME263,STATS310A,STATS310B,MS&E201,EE378A,PHIL166,MATH226,PHYSICS332,EE388,CME309,CS224D,CS274,BIOMEDIN214,BIOE101,PSYCH195,EE124,BIOE211,PSYCH206,ECON146,PSYCH30,STATS370,PHIL162,CS224U,CS131,EE108,EE101A,CS106X,MATH116,MATH122,MATH148,MATH113,MATH173,MATH215A,CS154,MATH146,MATH147,CS229T,MATH230A,STATS116,PHIL154,PHIL359,CS231N,CS239,CHEM151,CHEM183,CHEM190,CHEM176,CHEM137,CHEM134,ENGR25B,CS371,CHEMENG174,MATH51M,CHEMENG25B,BIOMEDIN224,BIOE42,BIOE123,CHEM174,CHEM153,CHEM185,HUMBIO3B,HUMBIO4A,ME131A,ENGR105,ME227,CHEM271,PHYSICS45N,CS103A,PHIL173B,CHEM287A,BIOE103B,BIOE141A,BIOE141B,HUMBIO124C,CHEMENG355,STATS203,CHEM223,BIOMEDIN225,BIOMEDIN260,MATH109,BIOE300A,BIOE301C,BIOE454,BIOE244,CHEM110,CHEMENG454,GENE224,BIOPHYS371,HUMBIO3A,ENGR154,PSYCH60,CHEM221,PHIL50,CHEM184,PHYSICS112,CS140,MATH151,CS242,CS205A,CS448Z,CS155,CS249A,OSPBER40M,PHYSICS161,PSYCH131,BIO115,CS9,CME211,PHYSICS91SI,CS240,CS245,CS244B,PHYSICS234,MS&E246,STATS240,STATS231,AA279A,MATH106,CS238,ECON52,ECON140,CS246H,PHYSICS211,CME250,AA242A,CS248,PHYSICS351,MATH137,MATH114,PHYSICS212,MS&E252,ECON102C,ECON5,CS294S,PSYCH146,MS&E220,OSPPARIS40M,CS190,CS194,EE103,PHYSICS43N,PHYSICS361,STATS290,CS223A,MATH118,MS&E121,MS&E211,CS168,EE178,MATH104,ECON155,BIO101,GS190,GS171,PSYCH101,HUMBIO112,ECON159,EARTHSYS164,ECON118,CS247,CS147,ECON137,PUBLPOL105,MS&E243,IPS207,ESS246B,BIOHOPK163H,CS92SI,EARTHSYS158,HUMBIO3Y,ESS246A,HISTORY103D,ESS151,COMM113,CS374,PUBLPOL104,ECON136,CEE178,ECON149,ECON178,ECON124,ECON101,ENERGY212,EARTHSYS258,CS194H,HUMBIO157,CEE182,EE373A,PUBLPOL102,LINGUIST230A,PHIL184,PHIL284,PSYCH60A,ENERGY160,COMM213,ME131B,ENERGY171,ENERGY293B,MATSCI151,ECON154,MS&E294,MS&E295,ESS146A,ME105,BIO239,ECON125,BIO234,PSYCH90,PUBLPOL168,EARTHSYS291,PSYCH147,SYMSYS100,ECON121,CEE172A,EARTHSYS146B,COMM108,LINGUIST105,BIOHOPK263H,ECON150,ECON183,ECON110,MCS100,ECON157,MS&E226,ECON128,PUBLPOL303D,ECON179,STATS206,MS&E260,MS&E145,PUBLPOL301B,ENGR10,OSPSANTG130X,EARTHSYS246A,EARTHSYS246B,STATS50,ECON144,ECON165,BIO107,CS42,MS&E245G,EE101B,EE65,ECON126,ECON113,ECON127,ECON145,MS&E125,ECON135,ECON158,ECON166,ECON141,ECON143,ECON112,ECON111,MS&E221,CS448B,PSYCH141,MATH180,MATSCI152,PHYSICS367,LINGUIST180,EE180,EE118,EE109,EE47,CS367,PSYCH175,LINGUIST230B,ME210,COMM177A,BIO256,PSYCH60B,EE107,CS376,BIO156,EE46,CS348A,CS272,PHIL176,CS224S,CS276,CS251P,EE116,EE142,EE114,EE222,EE153,MS&E235,MS&E212,MS&E251,STATS250,MS&E454,EE266,CME200,CS267,PHIL182,STATS219,MS&E130,CME364A,EE42,MS&E245B,EE376B,STATS263,MS&E241,EE212,MS&E112,CME371,CS244,CS344,HUMBIO128,BIOE212,BIOE201C,CS90SI,PHIL186,CME213,PSYCH253,AA228,ME346A,AA256,ME161,EE279,EE264,EE359,EE355,ENGR205,BIOE210,PHYSICS366,ME216B,ME216C,EE368,BIOMEDIN215,EE223,PSYCH164,MUSIC320A,LINGUIST222A,CS211,SOC168,PSYCH252,ENERGY291,ENERGY223,GEOPHYS220,MS&E311,CME206,AA280,EE329,MATSCI196,CME364B,STATS270,MUSIC420A,CHEMENG142,MS&E334,EE122A,EE122B,EE214A,ENGR209A,EE214B,EE133,EE179,EE134,AA229,BIOMEDIN217,CME212,MS&E321,STATS221,BIOMEDIN210,COMM106,LINGUIST288,CME104A,ME113,HUMBIO151R,CS377U,MS&E146,CS240H,LINGUIST120,MS&E355,OSPKYOTO40M,LINGUIST130B,PSYCH193,OSPPARIS40P,MATSCI190,MATSCI321,PHIL175,AA241X,MS&E262,STATS271,GS185,MS&E322,LINGUIST284,PHIL252,CME257,CS193W,ME202,MS&E352,PHIL107B,PHIL251,CS241,BIO173,CHEMENG432,CHEM297,GS270,CEE270B,ENERGY271,CHEM187A,PSYCH120,STATS155,CS377M,EE242,EE155,EE303,HUMBIO136,BIOE355,BIOE313,CHEMENG240,CHEM225,CHEM253,AA272C,PSYCH178,PSYCH187,STATS267,ESS258,CHEMENG274,HUMBIO142,BIO158,PHYSICS260,ENGR155B,PHYSICS252,CS167,AA279B,EE136,PHYSICS373,AA210A,ME351A,EE377,EE216,EE236C,CHEM275,PHYSICS372,CME204,APPPHYS273,AA214B,EE369B,BIOE311,EE169,PHYSICS210,CME305,PHYSICS362,BIOHOPK167H,PUBLPOL268,ME325,CHEMENG281,ME204A,ME204B,ME116M,ME300A,COMM208,CEE276,ECON103,PUBLPOL205,ECON226,COMM122,PUBLPOL204,PSYCH171,STATS305,PUBLPOL107,MS&E261,CHEMENG300,AA241B,IPS204B,ME140,ME250,MS&E453,STATS244,MATSCI193,COMM273D,MS&E319,EE271,EE282,MUSIC421A,EE273,CEE181,ENGR240,EE253,AA271A,AA200,EE213,MATSCI205,MATSCI209,ME261,EE379,EE316,EE252,EE255,MATSCI206,EE262,EE233,ENERGY191,EE314A,EE254,EE392AA,MUSIC320B,MUSIC424,CS316,EE284,EE356A,EE376D,EE251,EE308,ME309,EE236A,EE236B,MUSIC422,AA212,CS327A,EDUC257,ENGR155A,EE469B,ENGR155C,EE234,EE247,EE392T,ENGR207B,EE292L,EE323,EE349,EE243,MATSCI210,MATSCI322,GEOPHYS162,EE336,LINGUIST210A,EE315,EE356B,MI285,ME335A,MATSCI198,EE311,EE346,LINGUIST205A,CS358,CEE195,AA240A,CEE180,PHIL287,ME271,AA240B,BIOMEDIN212,EE369A,CS247L,LINGUIST289,PHIL286,PSYCH134,CEE183,CS295,HUMBIO163,STATS371,PHIL281,CS377W,AA241A,ME351B,CEE205B,ME260,ME300B,BIO189,MATSCI208,CME196,CME303,ME300C,BIOE280,ME262,PUBLPOL184,MATSCI251,ME352C,MATSCI358,ENERGY295,CEE262F,CS232,CME330,PHIL194J,CHEM187,BIOMEDIN371,LINGUIST131,CHEMENG456,AA270,PHIL282,EE384A,EE304,EE320,MATSCI199,PHYSICS368,APPPHYS272,GEOPHYS265,LINGUIST280,MATH132,APPPHYS220,EE412,MATSCI195,MS&E233,CEE293,CEE285B,CEE288,CEE297M,CEE289,CEE280,CEE283,SOMGEN207,CEE274B,COMM277A,GEOPHYS183,ENERGY293C,ENERGY221,HRP256,PSYCH104,PSYCH149,LINGUIST250,CS173,CHEMENG242,IPS203,MATSCI203,MS&E332,MATSCI173,COMM206,BIOMEDIN156,GS151,GS111,EE328,MATSCI320,IMMUNOL207,PHYSICS364,ESS158,CEE263B,ESS112,CEE200C,PSYCH266,CEE262C,CEE363B,RAD260,CME304,CEE209,LINGUIST286,SOC268,MS&E310,MS&E268,CEE273,CS277,EE237,CEE263A,ENERGY222,CHEMENG310,CEE260A,GENE217,CEE271B,CHEMENG345,GEOPHYS222,GEOPHYS281,CS364A,PHIL150X,CS346,MATH239,COMM274D,PSYCH279,PUBLPOL202,ECON107,AA214A,CEE285A,PHIL379,LINGUIST222B,ECON153,CME207,CS263,GEOPHYS224,GS255,BIO163,GS252,GEOPHYS251,GEOPHYS223,GS253,BIOMEDIN256,CME338,STATS363,CME181,PHIL180A,MS&E317,CHEMENG262,CEE271A,STATS306A,STATS344,STATS360,BIOPHYS311,EE382C,PHIL160A,CEE278C,CEE274D,MATH248,PHIL350A,LINGUIST255E,ME280,MATH138,CS448J,GEOPHYS146A
CEE177,0.0509925508241657,0.03229817931303796,0.022981637733942822,0.01998571931087516,0.01996250620474177,0.01870018142978975,0.01648066431979793,0.01617630428390372,0.01595651144793753,0.014410981976141567,0.012711354248227854,0.012632012236743602,0.011811726549327975,0.01078720292918945,0.010633981534611755,0.010574163420651359,0.010452822510213965,0.00831987484422724,0.00820856325121738,0.00800903988746857,0.007963468074695492,0.007963468074695492,0.007963468074695492,0.006774621976355362,0.006705349877895838,0.006387113330174306,0.006365804117027881,0.005103149189249845,0.00490793847900521,0.004391479404000615,0.004253153197399077,0.004253153197399077,0.004165152483068188,0.004097203487109072,0.004097203487109072,0.004097203487109072,0.004097203487109072,0.004097203487109072,0.004085683496367187,0.004066721646828164,0.003961630185671085,0.003911836400359497,0.003911836400359497,0.003911836400359497,0.003911836400359497,0.003911836400359497,0.0038519390227234763,0.002618198654965997,0.0023679236119855092,0.002285426656533246,0.002195425167868335,0.0009670055742853039,0.0006043326062613956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008606654145489021,-0.0010526893029235373,-0.0011590703378670114,-0.0014756675571900668,-0.001624377423574884,-0.0019112058744834703,-0.005495703498666111,-0.005495703498666111,-0.005579433486692457,-0.005602833674910062,-0.0056083380970778675,-0.005678041418162246,-0.007131235341994819,-0.010971470229060825,-0.011017891523905747,-0.011207393943066576,-0.016685366824796582,-0.03430715388347444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATH205B,0.008918681163404154,0.0019978629888234246,0.0020034679601065824,0.0039212979175801905,0.0009959299869245711,,,0.0,,,,,,0.005847997349558925,,,,0.0010047348759609873,0.0009959299869245711,,,,,,,,,-0.005892873203230344,,,,,,,,,,,,,,,-0.004911113093981419,,,0.0,,0.0009410368906553767,0.0,,,,,,,,,,,,,,,,,,,,,,-0.002092558395032571,,,,,,0.0,,,,0.0009410368906553767,0.0,,,,,0.0,0.000986356683689611,,0.005984760848236837,,,,0.0010692916474353339,,0.0,0.0059158652357054285,,0.0,0.0029815500863947415,,,,,,,,,,,,,,,,0.000999239752094093,,,,,0.0009410368906553767,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0009620526196230523,,,,,0.0009959299869245711,-0.00889827416523578,0.0009562066944295072,,,,,,0.0,-0.00891828962915615,0.007825177827426774,0.007811451495607013,0.007786453457364649,0.006885446743718677,0.0068488624347725425,0.0068389970424636804,0.0068111227286401,0.005889641497338293,0.0058560057387946705,0.005839976418200355,0.004892265769979776,0.004851270862833683,0.002996827285054404,0.0029228165776891157,0.0029175885736162383,0.0029175885736162383,0.0028804014411451975,0.0028592962047079367,0.002006161209911343,0.001957982606547624,0.0019455401547813856,0.0019402766427494696,0.0019402766427494696,0.0019402766427494696,0.0019402766427494696,0.0019402766427494696,0.001919119016943536,0.0019030895102784293,0.0010057357254038056,0.0010057357254038056,0.0010057357254038056,0.0010057357254038056,0.0010047348759609873,0.000999239752094093,0.000999239752094093,0.000999239752094093,0.000999239752094093,0.000999239752094093,0.0009988447255368088,0.0009988447255368088,0.0009959299869245711,0.0009959299869245711,0.0009959299869245711,0.0009959299869245711,0.0009959299869245711,0.000983487535158333,0.000983487535158333,0.0009825399349396465,0.0009773119308667687,0.0009620526196230523,0.0009410368906553767,0.0009410368906553767,0.0009410368906553767,0.0009410368906553767,0.0009410368906553767,0.0009410368906553767,0.0009410368906553767,6.718663953909049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019310762091763734,-0.0020013856113640363,-0.0030613919049938716,-0.005873111918479893,-0.005917871241472707,-0.0059522617970825045,-0.006000701055539911,-0.0069613072876558305,-0.007899034413141687,-0.00789942943969897,-0.007922359642231579,-0.007934802093997816,-0.00889827416523578,-0.00889827416523578,-0.00889827416523578,-0.00891828962915615,-0.00891828962915615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM185,0.03977139348810097,0.0017797415761914967,0.008953089376048346,0.0001269042492904035,0.021638469073167913,0.0,0.02931821114292653,-0.00641134582463968,-0.008730813867181513,0.013362114858080216,,-0.0030012408702210103,0.0028295772235081514,0.017150944371568878,-0.016168992392214625,-0.00641134582463968,-0.005463112682019674,,0.016821526554957417,0.01789644209253669,,,,0.0035044004844139187,,,0.008327974475914064,0.007658712028124869,,0.01402208699657491,,0.0,0.00589501851347333,,0.0003385873522977829,0.0,,,0.0,,,,0.011505192896829304,0.015584591111815739,,-0.006915849477660378,0.0,-0.006358886762145318,-0.02277739924949787,0.0227082888985576,0.0027961036230693195,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.003659848160690369,0.0,,,,0.005915548374698447,,,,,,,,0.008332200633582275,-0.000981856670589786,0.0027172286252151088,0.0,,0.0,,,,0.01720122508034789,0.005844455292865617,,0.0028717974652245474,,,0.005589644522130858,,0.0,,,,,,0.0,,,,,,0.0032473421750721303,,-0.003984952316838126,0.0,,,0.0,0.0,,,,0.0029725686653825777,,,,,,,,0.0,,-0.006312038089764065,0.03364659558851105,0.006548151393887818,0.04977626242952704,0.0030437509094738994,0.0030437509094738994,0.005368725085756944,0.017437473536249644,0.0,0.0,0.0,0.0030437509094738994,-0.0030686974575952924,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,-0.021412710493233206,,-0.003168141448691743,0.008497124979065424,0.0,,,,0.0027172286252151088,,0.0,0.0028577509520624615,-0.0028076376053501454,,,,-0.006322699437214585,-0.03344905799983905,,,,,0.003188745887673508,,,0.0,,,,0.0,,,0.003188745887673508,0.003188745887673508,0.003188745887673508,,,,,,0.003188745887673508,0.003188745887673508,0.003188745887673508,0.003188745887673508,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,0.00285126760399943,,,,,0.003188745887673508,,0.0,,,,,,0.008608776061874556,,,,,,,,,0.003188745887673508,,,,,,0.0,,,,,,,,,0.0059059745128886175,,,,,,,0.0028792276445875472,,0.0,,0.0028792276445875472,,,,,,0.0029725686653825777,0.0,-0.0035283165687912525,,,,,,,,,0.0,,,0.003188745887673508,,,,0.0,0.003188745887673508,,,,,0.0,,,,,,,,,,,,,0.002952465221483056,,0.005810216173545518,0.0,,,,,,,,,,,,0.003188745887673508,,,,-0.006993787205584791,,,0.0028717974652245474,,,,,0.0,,,,,0.024856264620492296,0.022113940835140997,0.016804962761119098,0.013591170914227221,0.008731079085044512,0.0036543704367721,0.0035044004844139187,0.003188745887673508,0.0030437509094738994,0.0029725686653825777,0.002952465221483056,0.002936052011916412,0.0028577509520624615,0.0028577509520624615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026495175946859573,-0.0030646959146919343,-0.003471431833215154,-0.0064075442133788,-0.0064075442133788,-0.010427508992028245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
