course,ECON51,ECON102A,ECON1,ECON102B,CS106A,ECON50,ECON136,CS106B,MATH51,ECON137,CS103,ECON52,CS107,CS109,ECON126,ECON135,CS161,PHYSICS43,MS&E120,CS106X,PHYSICS41,CS110,ENGR40M,CS108,MS&E111,CS124,ECON155,ECON165,ECON110,PSYCH50,CS145,STATS60,CS221,CME100,CS147,STATS116,ECON144,ECON154,CHEM31B,SYMSYS100,MS&E145,MS&E125,CME103,PSYCH45,PHIL80,ENGR14,CS144,ENGR30,ECON118,CS142,CME102,CS181,CS148,ECON157,ECON149,PSYCH90,ECON121,HUMBIO3B,PHIL102,PHIL181,CHEM35,PHYSICS23,BIO42,BIO43,CHEM135,PHYSICS25,CHEM130,PHYSICS41A,PUBLPOL102,ECON124,CS193P,CS155,EE108,EE142,EE180,CS223A,EE101A,EE102A,PUBLPOL105,PHIL1,PUBLPOL104,PHIL170,ECON150,ENERGY102,ECON128,PUBLPOL168,MS&E121,MS&E246,MS&E245A,MS&E226,CS140,CS143,CS190,ECON146,CS210A,CS210B,CS448B,PHYSICS45,ENGR40,PSYCH80,STATS191,MATH104,LINGUIST1,LINGUIST130A,ECON143,CME192,PHYSICS42,PHYSICS46,CS42,CS193A,CS248,ECON141,CME195,MATH115,ECON102C,ECON113,CS102,STATS202,ECON127,STATS195,PUBLPOL268,ECON5,PHYSICS22,STATS200,LINGUIST105,CS227B,PHIL186,MS&E252,MATH106,EARTHSYS101,MATH113,MATH171,AA100,BIOE41,CHEM137,MATSCI152,BIO44X,BIO104,BIO44Y,CHEM131,CS109L,CS275,CS246,CS224N,CS131,CS228,CS194,CHEM171,MATH120,ECON158,PSYCH195,HUMBIO2A,HUMBIO3A,HUMBIO4A,MATH108,CS168,CS251,CS251P,CS240H,CS166,CS9,CME250,CS225A,EE109,CS265,CS238,CME213,ENGR25B,CS103A,ME101,IPS207,PSYCH60,ENERGY101,ECON159,ECON226,STATS141,CHEM181,PHYSICS26,BIO188,MS&E211,STATS207,CS106L,CEE276,CEE70,PHIL150,ENERGY104,STATS206,HUMBIO129S,STATS203,PHYSICS44,CHEMENG181,MATH51H,ENGR50,MCS100,MS&E221,MS&E260,MS&E352,MS&E453,MS&E212,CS247,CS276,GS4,ENGR10,STATS50,MATH180,CS240,CS242,MS&E241,MATH51M,PHYSICS62,CS246H,EE263,EE364A,PHIL176,CS224U,GEOPHYS120,PUBLPOL205,PHIL151,ECON179,CS107E,STATS217,STATS290,STATS240,CME108,COMM122,ME105,CS211,BIOMEDIN210,MATH42,ECON178,ECON140,MATH52,ECON183,MATH41,ECON166,MATH53,PSYCH1,CHEM31X,PHYSICS21,CHEM31A,MATH21,ECON116,PSYCH30,COMM106,ECON125,BIO41,MATH20,CS229,CHEM33,COMM108,MS&E146,BIO158,ECON112,ECON145,ECON111,MATH19,ECON101,ME80,CME100A,ENGR15,OSPKYOTO40M,CME102A,BIOE44,PSYCH10,CME106,EE103,ME318,ME216A,LINGUIST130B,EARTHSYS111,EE46,BIOE123,BIOE103,BIOE141A,BIOE141B,PHYSICS61,PHYSICS63,PHYSICS65,PHYSICS161,MATH220,PHYSICS110,PHYSICS130,CS348B,ME70,PSYCH101,PHIL50,PSYCH60A,PSYCH146,ME210,PSYCH141,PHYSICS70,ENGR62,PSYCH60B,ME115A,PHYSICS64,PHYSICS67,ME216B,EARTHSYS146B,ME216C,ME112,ME131A,ME131B,OSPPARIS40P,PSYCH147,EARTHSYS112,CHEMENG281,CS194H,STATS110,CEE176B,EARTHSYS146A,ME204A,ME181,ME325,STATS267,COMM208,CHEMENG20,ENGR154,BIO144,EARTHSYS191,SOC168,CHEM31AC,PSYCH175,CME104,BIOE42,BIOE101,ME309,CS157,CS90SI,CS41,ME204B,CHEM33C,HUMBIO142,MS&E220,CS205A,MATSCI151,OSPBER40M,CEE265D,HUMBIO124C,ME116M,AA256,ENGR105,ME113,ME227,CME364A,ME161,PHYSICS113,EE222,ME300A,ME140,PHIL180,EE178,PHYSICS43N,CS377U,CS377M,EE118,PHIL187,CS231N,MATH205B,ENGR240,AA240B,AA279A,PSYCH121,GEOPHYS110,CEE177,CEE101B,PSYCH164,EE65,MATH114,MATH107,MATH143,HUMBIO128,MS&E112,MATH116,ME115B,ME203,PSYCH95,EE102B,EE101B,EE114,EE261,EE216,EE169,EE116,CME302,CS277,CS224D,CEE172,CME200,CME211,CME204,CME206,EE368,EE122B,EE323,EE278,EE223,PHYSICS105,MATH131P,PHYSICS112,PHYSICS120,PHYSICS107,PHYSICS131,PHYSICS170,EE136,ENGR205,CHEMENG25B,EE122A,EE153,EE264,EE242,EE124,EE133,EE303,CS267,CS261,CS272,CS229T,EE212,EE316,EE284,EE271,MATSCI163,EE179,EE214B,EE214A,EE255,EE252,EE273,CME305,EE293B,STATS315A,EE369A,EE373A,CS279,EE372,BIO256,EE253,EE262,AA272C,EE376A,EE279,EE233,MUSIC320A,MUSIC320B,EE282,CS316,CS244,CS334A,EE356A,PSYCH120,EE314A,CME104A,ENERGY271,EE384A,EE237,BIO153,BIOE103B,PSYCH206,EE359,EE355,PHYSICS45N,CS274,BIOE210,CS154,BIOE201C,CS249A,EE364B,AA212,CS241,EE304,EE369B,ME202,ENERGY293B,ENGR209A,PHYSICS91SI,EE213,EE392T,MS&E245B,CME306,PHYSICS212,PHYSICS230,EE155,EE42,EE134,ENGR20,EE107,MATH52H,PHYSICS160,MATH121,MATH151,BIOE244,PHYSICS121,PHYSICS262,PHYSICS134,PHYSICS330,PHYSICS171,PHYSICS108,PHYSICS152,MATH109,PHYSICS231,PHYSICS361,PHYSICS331,MATH238,STATS250,MATH53H,ME335A,MATH146,MATH172,MATH159,PHYSICS234,MATH230A,MATH147,MATH205A,MATH154,MATH210A,MATH216A,MATH210C,MATH210B,MATH136,STATS215,STATS231,AA210A,ME351A,PHYSICS366,PHYSICS367,CEE262A,MATH175,PHYSICS332,MATH122,MATH215A,MATH145,MATH162,EE376B,PHYSICS211,CS371,CS233,PHYSICS210,MATSCI164,MATSCI198,EE311,EE377,CS344,PHIL152,MATH118,MATH236,COMM113,EE336,EE346,AA228,MATH148,STATS350,PHIL154,MATH230B,ME346A,CHEMENG300,BIOE454,AA242A,MATH215B,PHYSICS172,CS245,AA279B,AA214B,BIO115,STATS221,LINGUIST205A,MUSIC420A,CS243,CS358,PHYSICS362,MATH226,MATH137,CHEM190,CHEM223,CHEM132,CHEM134,PHYSICS372,MATH173,MS&E245G,PHIL184,BIO156,CHEMENG100,CHEM173,CHEMENG110,CHEMENG120A,CHEMENG183,CHEM175,CHEMENG120B,CHEMENG185A,HISTORY103D,MS&E243,PSYCH193,LINGUIST120,MS&E235,MS&E262,CME196,PHIL107B,MS&E201,ME271,MS&E233,PSYCH131,CS92SI,BIOMEDIN260,MS&E251,MS&E332,MS&E454,MS&E311,CME263,CME257,ME261,PHIL173B,CHEMENG150,CHEMENG185B,CHEMENG142,CHEMENG170,MS&E268,HUMBIO3Y,BIO107,COMM206,PSYCH253,CS367,CS262,CS167,CS376,MS&E261,MS&E130,GENE224,EARTHSYS151,CEE262D,CHEM151,CHEM174,BIOMEDIN224,ENERGY291,CEE166A,ENERGY191,CEE166B,LINGUIST230A,MATSCI190,MATSCI193,PHIL286,ENERGY171,ENGR155C,OSPPARIS40M,CEE171,CEE101A,CEE101C,CHEMENG240,OSPSANTG130X,EE251,EE308,BIOE301C,EE236A,EE236B,CHEM153,MUSIC422,MUSIC424,CEE180,CEE181,CEE182,CEE183,CHEMENG162,CHEMENG140,CHEMENG160,CS224S,GS90,EARTHSYS158,HUMBIO163,CHEM185,CHEMENG174,STATS376A,PSYCH252,CHEM110,CEE203,HUMBIO151R,HUMBIO136,GS105,CS377W,CS294S,CS448Z,PSYCH134,CS232,CS348A,GS185,CS244B,LINGUIST180,CME330,CS295,MS&E351,BIO101,BIOHOPK167H,PUBLPOL184,STATS219,STATS310A,ME262,CHEMENG355,PUBLPOL301B,BIOE313,ESS112,MS&E334,MATSCI196,PHIL359,PHYSICS220,CME309,CS239,STATS167,PHIL194J,EE376C,PHIL251,EE378B,LINGUIST288,LINGUIST210A,LINGUIST222A,STATS300A,STATS310B,STATS310C,STATS374,EE388,STATS311,CHEM221,CHEM176,LINGUIST230B,AA229,CEE274A,EE47,AA200,ENGR155A,ENGR155B,AA280,BIO189,AA240A,ME260,CME303,ME300B,ME351B,ME300C,BIOE280,PSYCH178,ME352C,AA241A,CS327A,EARTHSYS258,ME250,AA241X,CEE160,MATH244,ENERGY160,CHEM183,EE266,MATH230C,MATH234,STATS316,STATS305,CME212,BIOMEDIN215,MATSCI321,STATS244,COMM213,COMM277A,COMM273D,COMM274D,STATS271,CS193W,SOC268,MS&E295,PHIL162,STATS263,PHIL166,PHYSICS351,PHYSICS373,EE320,APPPHYS273,CHEMENG310,BIOPHYS311,BIOMEDIN217,MS&E319,STATS370,MS&E355,CS263,CHEM184,MS&E322,STATS155,STATS371,PHIL175,LINGUIST131,BIOMEDIN225,CS374,CEE161A,BIOMEDIN214,AA241B,MI185,MS&E321,CME371,CEE280,CEE283,CEE285B,EE378A,HUMBIO157,EE329,CME364B,BIO173,CHEM271,BIOPHYS371,ENERGY222,MS&E310,LINGUIST289,MATSCI209,PHYSICS252,PHYSICS368,APPPHYS272,LINGUIST286,CEE209,CS247L,PHIL252,MUSIC421A,CEE270,COMM177A,CEE164,CEE169,BIOE211,MATSCI208,CEE178,CEE172A,CEE266A,MATSCI199,MATSCI173,MATSCI203,MATSCI205,MATSCI195,EE243,MATSCI320,MATSCI206,EE247,CEE293,EARTHSYS164,CHEM225,MS&E294,ENERGY295,ENERGY293C,ENERGY221,BIOHOPK263H,PUBLPOL303D,PUBLPOL107,PUBLPOL204,IPS204B,CEE278A,GS102,GS110,EE236C,EE234,CHEM275,GEOPHYS265,LINGUIST280,BIOE311,PHYSICS260,MATH132,APPPHYS220,EE412,LINGUIST284,ENERGY212,HRP256,SOMGEN207,HUMBIO112,BIO258,BIOMEDIN156,PHYSICS364,PSYCH187,PSYCH171,BIOMEDIN212,EARTHSYS246B,ECON103,PHIL182,EARTHSYS246A,BIOMEDIN371,CEE274B,ESS251,ESS246A,ESS151,EARTHSYS251,MATSCI210,BIO239,BIO163,ESS158,EARTHSYS291,CEE262E,GS190,GS171,ESS246B,BIOHOPK163H,PHIL284,ESS146A,BIO234,MATSCI251,CHEMENG456,EE469B,CEE205B,AA271A,STATS270,CEE273,CHEMENG242,BIOE212,CHEMENG454,BIOE300A,RAD260,IMMUNOL207,GENE217,CEE200C,CHEMENG345,ESS258,CHEMENG274,ECON107,EE254,EE392AA,EDUC257,MS&E317,PHIL281,CHEMENG432,CHEM287A,CHEMENG262,CEE271A,CME181,PHIL287,EE379,CEE278C,ENERGY223,GEOPHYS183,GEOPHYS220,CEE262F,GS111,GEOPHYS146A,EE376D,MATSCI322,BIOE355,EE315,EE356B,MI285,CHEM297,GEOPHYS162,CS346,CME207,CEE288,CEE297M,CEE289,LINGUIST250,PHIL379,LINGUIST222B,CME304,PHIL282,CME338,GS104,ESS220,ESS221,GS151,CEE263B,CEE271B,CEE262C,GS103,GS180,ENGR207B,EE292L,EE349,MATH239,CS364A,CS173,CHEM187A,AA270,GEOPHYS222,MATSCI358,PSYCH266,CEE274D,CEE195,CEE285A,PUBLPOL202,CHEM253,CHEM187,EE382C,GS270,CEE270B,ECON153,PHIL160A,PSYCH149,PSYCH104,CEE263A,AA214A,CS448J,PHIL150X,EE328,GS253,BIOMEDIN256,CEE260A,PSYCH279,GS252,GEOPHYS251,GEOPHYS223,GEOPHYS224,GEOPHYS281,MATH248,PHIL350A,GS255,IPS203,CEE363B,STATS306A,LINGUIST255E,ME280,MATH138,PHIL180A,STATS363,STATS344,STATS360
ECON141,0.16677863940738577,0.13715426655097418,0.12272015822001277,0.1212992238298595,0.09656003119706291,0.0881364563474282,0.07166169713411262,0.06496748653734521,0.05933944649729317,0.045715491060102816,0.03857111634979745,0.03811715088863484,0.03148595599407484,0.030621695566581623,0.024230787187369453,0.02332762607051466,0.02323985299363933,0.01979527092053756,0.01946402184288608,0.016285156530370354,0.015990369381866872,0.01566170763569476,0.01566170763569476,0.015622160241251251,0.015515896359338062,0.015139075682773768,0.014988934534420337,0.0123763752704568,0.012197059196014735,0.01214833341104995,0.01181390782111584,0.011687399994156208,0.011645747238124974,0.011608824147770262,0.011591620822262491,0.011564174209592767,0.008558797527903846,0.008544879424934544,0.008520282767270104,0.008368725463171056,0.00830048942864562,0.008094686876895504,0.008094686876895504,0.008042540920005095,0.007936533749613721,0.007864927131419779,0.007846249949375945,0.00783398440130419,0.007819569370069787,0.0078113595256939575,0.0077880253728886024,0.0076886623073617625,0.007565738374035253,0.0075014129239260995,0.007282476980640051,0.004564405819468367,0.0044431244946937275,0.0044431244946937275,0.00432604626340905,0.00432604626340905,0.0042703364976002505,0.0042703364976002505,0.0042703364976002505,0.0042703364976002505,0.0042703364976002505,0.0042703364976002505,0.0042703364976002505,0.004123756597963947,0.0040771582725763755,0.004052613070333471,0.004030539418988757,0.004007205266183405,0.004007205266183405,0.004007205266183405,0.004007205266183405,0.004007205266183405,0.004007205266183405,0.004007205266183405,0.003998412099924631,0.003998412099924631,0.003998412099924631,0.003998412099924631,0.003952891638087849,0.0039394155006396425,0.0039394155006396425,0.0039394155006396425,0.003936913849295911,0.003936913849295911,0.003936913849295911,0.003936913849295911,0.003839044683192541,0.003839044683192541,0.003839044683192541,0.0038211572701451566,0.0037849182673300535,0.0037849182673300535,0.0037849182673300535,0.003780820106705198,0.003780820106705198,0.0036889868218367614,0.0036291701028275253,0.0036291701028275253,0.0036104874862046715,0.0036104874862046715,0.0010449655291675805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019110173091774088,-0.006782989140270726,-0.011069946728490486,-0.01173453720793151,-0.011801505008194291,-0.012631807024535547,-0.014870171422852444,-0.015761107102749375,-0.01885068999972621,-0.0192710725340485,-0.022331796767388418,-0.02253151639672512,-0.022983640562968675,-0.023208818675959773,-0.02406913639457249,-0.026428103468793387,-0.0267136799564458,-0.026896202586856783,-0.026954697556786443,-0.02715933381827363,-0.02734574030957538,-0.03079323537462029,-0.03092710723991353,-0.031166539084457042,-0.040805431117342326,-0.04102586500052733,-0.04468858617275836,-0.053183442055921064,-0.12956114090485826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME115A,0.0,0.003962982346858887,0.03971727951040822,0.0,0.019435398152918847,0.005231334352112711,,0.05349170810996568,0.023045565919568085,0.0,0.010110696049046087,0.0,0.008873403308011837,0.006382196270650945,0.0,,0.0038490433679041784,0.04237148462209422,0.0026565937228111213,0.002642284849841896,0.03978487899552891,0.0,0.0369227451000362,0.002601392116609404,0.0013023182169952976,0.0,,,,0.014346647927425921,0.0,0.051855401268731435,0.002622387359859598,0.0688177447792729,0.003925396453940594,0.0,,0.0,0.015449921504185045,0.01038876612461899,0.0,0.0,0.0013314053278772756,0.009002997675356245,0.00520861757851771,0.07081949915085269,,0.0101890511241987,,0.0038404242814738337,0.024145908916062536,0.0,0.0025996324771285916,,,0.0,,0.003926305172333675,0.0,,0.0013096495534329969,0.0,0.0,0.0,0.0013295699466752263,,0.002652804239732809,-0.009079162975743973,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.005248211487009717,,,,0.0,,,0.0,,0.0,0.0,,,,,0.0012730319088712625,0.0012730319088712625,0.0,0.03399447712781672,0.0012705811176522029,0.016715176171784717,0.0,0.0,0.002566892334539648,0.0,0.0,0.0,0.0,0.0,0.0,0.0013054938741937103,0.0,0.0,0.0,0.0,,,0.0012791390271122843,0.0,,0.0,,0.0,0.0,0.0,0.0013208612371607745,0.0,0.0,0.0,0.0,0.0,0.0013266005682573288,0.0,0.0012388773798253144,0.0013295699466752263,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0013278019510194917,,0.0,0.006514055733332906,0.003926305172333675,0.003926305172333675,0.0026544025192768205,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,0.035201911463952594,,0.00890909314752396,0.0,,,0.0012962163482356328,0.0,,,0.0,,0.0,,0.0025303321758429055,0.0,0.0,,0.0013459968043287693,,0.0,,0.0,0.0025724611349211214,0.0013046600096199134,0.0,0.0,,,,0.0012730319088712625,,0.001301971095434542,0.0012426610781795704,0.0,0.0,,,,0.002554248059535868,0.0,,,0.0,,0.0,,,0.0,0.0,0.0025910085453606495,0.0,,,0.0,,0.007791234368738886,,,0.018080900712547848,0.0,0.0,0.0013266005682573288,0.0,0.014181047132319881,,0.003892460465228025,0.09045266669583524,0.0012948404783130224,0.00131670448581077,0.028387496134891638,-0.02224069494234551,0.0,0.002638357672503809,0.001347683652273427,,0.0,0.04162603943550721,0.0,0.003962453793165806,0.006658553409166704,0.0,,,,0.0,0.032756644838996915,,0.02531515404819704,0.014209183432044166,0.01027875741318039,0.005199792969612218,0.005181921637153185,0.0026578695126862686,0.0025977261840957047,0.002577779454688651,0.002542794916853532,,,0.0013433385147231945,0.0013371091716515252,0.0013353979517688177,0.0013295699466752263,0.0013295699466752263,0.0013295699466752263,0.0013295699466752263,0.0013278019510194917,0.0013278019510194917,0.0013278019510194917,0.0013278019510194917,0.0013278019510194917,0.0013278019510194917,0.0013278019510194917,0.0013266005682573288,0.0012995669957403776,0.0012950191577806149,0.0012933532371456524,0.0012881498235733588,0.0012850921859361357,,0.001275099476440124,0.0012725377891618587,0.001256947526093197,0.0012417643731853585,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03756986469650215,,-0.045605653295683744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE124,-0.009434598111604147,-0.005585747719148644,-0.010811560202405578,-0.010129342082045726,0.003154030828919583,-0.015060076032125254,,0.056635762881686154,0.021272229079034775,,0.04073935949828096,0.0,0.053739158837836434,0.036099848289486446,,-0.010129342082045726,0.013111738857113373,-0.006155306461144963,0.00402593927363396,0.012855714520228467,0.0004974779356680991,0.006771581490740595,0.061616117103122786,-0.01004780185567357,0.0077479363454111844,0.0,0.0,,,0.008478514361817407,0.0,0.004157096655976072,0.008556246083221567,0.007719709690776911,0.0,0.0,,,-0.0006921339070721596,0.0,,,0.004174023217954719,0.004157096655976072,0.0,-0.0013224142715223155,0.0,-0.0014343241576202077,,0.007862593887565742,0.0018681368959390153,0.0,0.0,,,,,,0.0,,0.012545403068149705,,0.012545403068149705,0.0,0.004332538622669051,,0.0036134752725774785,-0.009264329687310783,,,0.0,0.0,0.042893474508465215,0.03353543512589438,0.0076256448100395415,0.0037352613655384365,0.0862528046858485,0.07286539236989083,,0.004700578719130493,,,,0.0045435943628970845,,,,0.0,0.0,0.0036134752725774785,0.0,0.004820984717683129,,,0.0,,,-0.005036449147146006,-0.02324882077379754,0.0,0.0,0.0,-0.009342660074305046,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003880441841533562,,,,0.0,,,,,,0.0,,0.004820984717683129,,0.0,,,0.0,0.0,0.0,,,0.0042625790032766574,,,,0.0,0.0,0.0,0.0,0.004820984717683129,0.004324050509000309,0.004820984717683129,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0037352613655384365,0.004555492773891809,,0.004174023217954719,0.0,0.0,0.0,-0.004832519576974591,,0.004174023217954719,0.0,,,,0.004332538622669051,,,,0.0,0.0,,0.0038903834445011055,0.0,,,0.0,0.0,0.0,,,0.008685776239369692,,,,,,,0.0,,,0.008507981585554691,,0.0,0.0,,,0.008625105683971663,0.0,0.0,,,,0.0,,,,,0.00886861872343704,0.0,,0.0,0.008598392776579693,,,0.0,,-0.015463017638734816,0.0,,0.004442055280460368,,0.004462266941009004,,0.05183814987057286,0.007880125238941969,0.018275357086495653,0.0,0.0035319488244930784,-0.009994790512632192,,-0.0016680518147971501,,,0.012545403068149705,0.008961583903322514,0.0037352613655384365,0.015194111731272228,0.0,0.004324050509000309,,,,,0.008961583903322514,,0.0,-0.02343392080085583,-0.009264329687310783,,-0.0005712644747605202,0.008923439681903483,0.004594788220404831,0.012329255871492459,0.02436480340488156,0.0,,,,-0.004613613393921016,0.0045993891729031715,0.0045993891729031715,0.0045993891729031715,0.0,0.016682912154357996,0.0038876045122143888,0.0038876045122143888,0.0,0.004909765483177047,0.0,0.0040841311550454855,,0.0,0.0,,0.0,,0.00452867958339362,,-0.015048446992628198,0.008509246924488833,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0042625790032766574,,,,0.0,,0.015622542262975823,0.0045993891729031715,0.0045993891729031715,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,0.0037352613655384365,,0.0,,,,,,,0.0037352613655384365,0.0003395735932505896,0.0,0.0,,0.0038903834445011055,,0.004820984717683129,,,,0.0,-0.009290917692549977,0.0045435943628970845,,,0.0,-0.035257394500184516,0.003880441841533562,0.0,,,,,,0.004018123700777718,,0.05666959811466952,0.056213379635744444,0.016688447281153505,,,0.007927112117039632,0.007779078568003426,0.004909765483177047,0.004820984717683129,0.004820984717683129,0.004594788220404831,0.0045435943628970845,0.0045435943628970845,0.0045435943628970845,0.0045435943628970845,,0.00452867958339362,,,,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.0040841311550454855,0.003828678576453285,0.0036134752725774785,0.0012643127311907493,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.00570848377003866,-0.0057319147423759206,-0.006177173672459161,-0.009790526856868742,-0.014606661285891371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
