,CHEMENG120B,CHEMENG120A,CME100,CHEM31X,CME102,CHEM33,ENGR20,CME104,CHEM35,CHEMENG100,CHEM131,CS106A,CHEM171,CHEMENG181,CHEM173,CHEMENG110,CHEM175,MATSCI152,CHEMENG185A,CHEMENG162,CHEMENG150,CHEMENG185B,CHEMENG142,CHEMENG170,PHYSICS45,PHYSICS41,CHEMENG20,PHYSICS43,BIO41,CME106,BIO42,PSYCH60B,BIOE101,HUMBIO129S,CHEMENG140,CS106B,ECON1,ECON102A,ECON102B,PHYSICS44,ECON50,ECON52,ECON51,ECON165,CHEM31A,CHEM31B,MATH51,ENGR25B,CHEMENG183,PHIL1,CHEMENG174,CME100A,OSPSANTG130X,ENERGY102,CHEMENG242,PSYCH1,STATS60,ENGR30,STATS116,CME181,STATS202,STATS200,MATH41,MATH42,LINGUIST1,MATH52,MATH51M,CHEMENG25B,BIO43,CHEM181,MATH53,PSYCH95,ENGR50,EE47,PHIL80,ENGR14,ME80,CHEM110,CME102A,CME104A,CHEM190,MATSCI190,MATSCI164,PHYSICS61,CS107,CS103,CS142,ENGR40M,CS124,CS109,MS&E245A,CHEM130,MATH131P,PHYSICS63,PHYSICS65,EE222,PHYSICS110,EE223,EE134,EE142,OSPBER40M,CS238,CS229,CS154,CS131,EE263,CS110,CS144,PHYSICS105,PHYSICS112,PHYSICS120,PHYSICS121,PHYSICS91SI,MATH171,MATH173,MATH120,MATH215A,MATH116,PHIL181,PSYCH80,PHIL173B,PHIL150,MATH51H,CS106X,MATH52H,MATH121,MATH53H,MATH122,MATH154,MATH205A,MATH210A,MATH159,EE364A,MATH205B,MATH210B,CS161,MATH210C,MATH147,MATH230A,MATH244,PHYSICS107,PHYSICS130,PHYSICS131,PHYSICS152,PHYSICS170,PHYSICS262,PHYSICS171,PHYSICS113,MATH106,ME70,MATH113,PHYSICS330,PHYSICS231,PHYSICS361,MATH115,PHYSICS160,PHYSICS161,MATH146,MATH175,MATH143,PHYSICS67,PHYSICS70,MATH104,CS221,CS246,CS224N,CS231N,STATS203,PHIL102,ME203,ENGR40,CEE176B,CS145,CS224U,CS279,AA279A,PHYSICS134,CS148,MATH145,MATH216A,MATH215B,PHIL151,MATH107,CS147,EE376A,CS155,PSYCH147,STATS110,ME112,ENGR15,ME131B,ME161,ME131A,ME210,ENGR105,ME318,ME140,EE65,EE103,EE178,EE108,EE180,EE101A,EE102A,EE109,EE271,EE114,EE261,MATH172,PHYSICS230,PHIL176,CS107E,EE101B,EE116,MATH108,MATH136,MS&E246,AA210A,PHYSICS367,MS&E226,PHYSICS331,PHYSICS332,ENERGY191,PSYCH50,CS348B,CS251,MATH236,ECON140,CS168,CS143,CS227B,EE102B,EE376B,MS&E120,MS&E125,MS&E121,CME103,MS&E145,EE278,PSYCH45,CS228,EE364B,MATH220,PHYSICS211,EE124,ENGR62,MATH114,PHYSICS210,CS261,PHIL152,ECON118,ECON102C,MATSCI198,EE311,BIOE44,BIOE41,PHIL184,BIOE123,BIOE103,BIOE42,BIOE211,BIOE141A,BIOE141B,CS193A,CS371,CS210A,STATS217,STATS219,CS210B,ECON5,STATS310A,CS334A,CS140,CS248,EE377,MATH118,MS&E220,STATS191,EARTHSYS111,EE336,EE346,GEOPHYS120,CS276,HUMBIO2A,CHEM151,CHEM134,CHEM174,CHEM176,CHEM153,CHEM132,ME101,ME113,PSYCH206,MATH109,PHYSICS108,MS&E245B,MS&E252,MATH238,EE242,CME108,ME346A,CS274,ENGR10,HUMBIO4A,EE216,BIOE244,BIOE454,AA242A,MATH148,ECON121,ECON112,CHEMENG300,AA100,CS102,PHIL194J,PHIL107B,PHIL186,CS166,EE212,EE214B,EE153,EE251,CS229T,ENGR205,CS223A,CS225A,CS194,MATH137,EE155,EE293B,CS157,PHYSICS172,LINGUIST105,CS108,CS265,EE279,EE214A,MS&E221,MATH19,MATH20,MATH21,PHIL170,BIOE103B,CS245,AA279B,PHYSICS366,BIO104,PSYCH120,EE264,EE133,EE46,PHIL187,CS181,MATH151,STATS240,ECON179,CS242,ENERGY104,PSYCH90,ME115A,ME227,MS&E211,PSYCH141,PHYSICS62,EE118,EARTHSYS146A,CME302,CME305,CME306,CHEM223,PHYSICS23,MS&E111,MS&E130,MS&E245G,AA228,ENERGY101,MCS100,PHYSICS21,MS&E146,ECON111,MS&E260,ECON116,MS&E261,MS&E112,MS&E262,HUMBIO3A,HUMBIO3B,MS&E233,PSYCH60,ECON143,ECON183,CME192,PSYCH30,CS194H,CS193P,CS448B,ECON137,ECON136,ECON113,ECON178,ECON101,CS241,PUBLPOL105,PUBLPOL104,PUBLPOL102,ECON126,EARTHSYS112,ECON155,ECON124,ECON145,ECON127,ECON150,PSYCH10,ECON149,PHYSICS25,BIO101,ECON159,ECON146,ECON135,ECON141,ECON166,IPS204B,PSYCH195,PUBLPOL168,PHYSICS41A,BIOMEDIN217,BIO153,BIO156,BIO115,MI185,BIO158,STATS141,BIO188,BIO189,CS272,ME181,BIOMEDIN224,CHEM135,PSYCH101,CHEM183,GENE224,BIOMEDIN210,BIOMEDIN260,EE122A,EE122B,EE107,MS&E251,ENGR154,BIO173,LINGUIST230A,SYMSYS100,CS247,PSYCH60A,PSYCH164,AA240A,CHEM184,CHEM185,ECON157,MATH162,CEE70,CEE274A,CEE274B,COMM108,STATS215,CS275,CEE101B,MATSCI163,MATSCI151,BIO256,CEE177,ESS251,BIOMEDIN215,BIO258,BIO144,PSYCH175,PHYSICS22,PSYCH131,BIO107,HUMBIO157,PSYCH146,CS224S,EE169,EARTHSYS158,ME115B,ME216A,PSYCH121,BIO234,EARTHSYS258,PHIL154,PHIL162,CHEM137,ENGR240,CS106L,CS262,EARTHSYS191,CS205A,ME216B,ME216C,PHIL180,ME261,LINGUIST120,LINGUIST130A,CS103A,BIO239,BIOMEDIN371,BIOE201C,EE303,EE236A,CS294S,BIO163,RAD260,STATS50,BIOPHYS371,GS90,HUMBIO151R,CHEM221,ESS112,GS4,PHIL50,OSPKYOTO40M,CS9,HUMBIO128,STATS290,IMMUNOL207,CS376,CS374,PSYCH253,MS&E235,HUMBIO124C,HUMBIO163,COMM106,EE179,CS316,ME351A,OSPPARIS40P,ENERGY160,ME105,AA241X,CEE172,CEE101C,CEE101A,CEE182,CEE183,CME200,ME325,ME204A,ME204B,EARTHSYS101,ME250,CEE180,CEE181,CME211,AA280,CEE166A,CEE262E,MATH226,ME300A,ME351B,ME300C,PHYSICS46,CEE171,ME309,CHEMENG355,CHEMENG454,PHYSICS42,EE373A,MS&E243,AA256,CHEMENG160,CEE160,ME271,BIOE313,CS377U,COMM113,CS233,EE388,STATS300A,STATS310B,STATS311,STATS310C,LINGUIST180,ME262,ME352C,CS42,ENERGY295,CEE166B,OSPPARIS40M,PSYCH266,ME335A,CEE262A,CEE262C,CEE363B,EARTHSYS146B,EARTHSYS151,CEE262F,CEE271B,BIOMEDIN214,BIOMEDIN212,CS190,LINGUIST130B,STATS207,EE369A,EE369B,PHIL175,HUMBIO142,LINGUIST289,GEOPHYS110,PHIL286,CS239,PSYCH134,ECON128,IPS207,CS224D,EE368,CS327A,ECON154,CS377W,CS240H,ECON144,CS348A,STATS376A,STATS371,PSYCH171,PSYCH193,CS211,CME263,CS244,CS249A,CS244B,PSYCH252,EE236B,CME250,CS246H,MUSIC320A,MUSIC320B,MUSIC424,CS251P,EE253,EE273,CEE178,MS&E201,MS&E310,MATH180,ENERGY171,LINGUIST222A,MS&E295,PHIL359,PUBLPOL303D,PUBLPOL184,EARTHSYS164,EARTHSYS291,EARTHSYS251,ECON125,ESS151,CEE203,CS240,CS344,EE314A,STATS206,CS267,CS367,CS448Z,CS243,EE378B,STATS374,STATS315A,CME206,ENGR155A,ENGR155B,AA200,ME260,AA240B,PUBLPOL107,ECON110,SOC168,PHYSICS26,MATSCI199,LINGUIST288,LINGUIST210A,LINGUIST131,LINGUIST230B,BIOE212,EE42,STATS271,BIOHOPK163H,HUMBIO112,HISTORY103D,CEE172A,ESS246B,CME195,GS190,GS171,MS&E294,CEE164,AA241A,AA241B,ENERGY291,COMM208,CHEM33C,HUMBIO136,CEE161A,CEE169,ENERGY271,PHIL182,COMM206,GS104,COMM273D,MATSCI251,COMM177A,PSYCH104,CS358,CS41,BIOE210,CHEMENG281,CS377M,BIO44Y,ENGR155C,MATSCI193,MATSCI358,CS109L,CME364A,EE372,BIOHOPK167H,PHIL166,CS167,PHIL251,PHYSICS220,PHYSICS212,PHYSICS64,STATS155,PHYSICS252,PHYSICS234,PHYSICS351,SOMGEN207,PUBLPOL268,STATS167,ME116M,LINGUIST250,EE254,CS232,GS105,GS185,CME213,EE316,EE323,EE213,MS&E319,EE282,CEE262D,GS102,GS103,GS110,ESS220,CHEM271,ESS246A,EE356A,AA272C,GS180,MATSCI203,CEE266A,GENE217,EE255,STATS244,GS151,MATSCI320,GEOPHYS162,BIOMEDIN225,MS&E212,MS&E355,CHEM225,MUSIC420A,CHEM31AC,MATH230B,MATH230C,ENERGY293B,ENERGY223,CEE260A,LINGUIST222B,ECON226,MATSCI196,STATS270,CME212,ESS258,CHEMENG274,GS253,CHEMENG432,EE234,EE252,STATS195,ECON103,BIOHOPK263H,ECON158,PHYSICS372,PHYSICS373,STATS231,BIOMEDIN156,PSYCH187,EE136,CS277,EE266,CEE265D,MUSIC422,EE304,ENERGY293C,ENERGY221,MS&E311,PHYSICS260,CME309,APPPHYS273,PHYSICS368,GEOPHYS265,CME304,MS&E241,CEE209,COMM122,CS193W,ME202,ESS158,GS111,GEOPHYS222,GEOPHYS183,ECON107,EE355,AA212,PSYCH149,CEE276,MS&E352,PUBLPOL205,HRP256,MATSCI195,CS364A,MATH132,STATS263,PHIL150X,EE328,CME371,BIOE355,STATS305,EE233,EE284,MS&E334,LINGUIST284,CHEMENG240,LINGUIST205A,EDUC257,CME204,GS255,STATS267,GS252,GEOPHYS251,GEOPHYS223,MUSIC421A,COMM274D,ME300B,CEE195,PHIL282,PHIL180A,ECON153,CEE270,PHYSICS364,CHEM297,CHEM253,COMM277A,CHEMENG345,PSYCH178,MATH138,CEE274D,GEOPHYS146A,PHIL350A,MATH248,GEOPHYS281
CHEMENG162,1.2884797433952437,1.0181410010211112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2729386826620676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS61,0.0,0.0,0.0,0.0,0.0,0.36675300332050487,0.0,0.0,0.0,0.0,0.0,0.0425801683446936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,-0.818794040631388,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.04045896836113659,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985943947217424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO42,0.0,0.0,0.16126848656188583,0.736502283810841,0.21662523846545845,0.9205456841435008,0.0,0.0,0.7355294584213523,0.0,-0.5402605926253847,0.030658264054465218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06854772871184474,0.40945816882726166,0.0,-0.145030829319113,1.7031010406882652,0.0,0.0,0.0,0.0,0.0,0.0,0.05663269642307282,-0.9777486269593275,0.0,0.0,,0.0,0.0,0.0,,-0.22021460543127144,0.3357736350898477,0.6794314807142198,0.0,0.0,0.0,,-0.11995272929629107,0.0,,,0.11910930503604465,0.1499710305554813,0.0,0.0,,0.0,0.0,0.0,0.5487177056338297,0.0,0.0,0.0,0.0,0.0,0.0,0.26163619711487696,0.9528287946002895,0.0,,0.0,0.0,0.0,0.0,0.3411924290670121,0.0,0.0,,0.0,0.0,1.1872117978529084,0.834790683989212,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,,1.22932244393806,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.6451062438174425,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.23391485187569042,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,-0.05456132357781529,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E145,0.0,0.0,0.3143431128499085,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.06546810269111938,0.0,0.0,0.0,0.0,0.0,,,,,0.5108411118729949,1.2733826266959896,0.0,0.0,0.0,0.05282357796719431,0.0,0.565307336734403,0.0,0.5718300551827674,0.0,0.22438287372890497,0.0,,0.0,,0.0,,,,0.8185868454717617,0.11903791651301401,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.3245587218268211,0.0,0.0,0.0,0.2505895553132143,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.491181011893555,0.0,0.3480054408688157,0.4364045777068251,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,-0.6587426660238215,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,1.8754655375252958,0.0,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,-1.1152756477259331,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
