,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
167,CS224U,0.9459459459459459,0.967479674796748,0.9459459459459459,0.967479674796748,111,123,0.967479674796748,1.0,0.9834710743801653
168,EE261,0.6428571428571429,0.5833333333333334,0.6428571428571429,0.5833333333333334,56,12,0.5833333333333334,1.0,0.7368421052631579
169,ME216C,0.9104477611940298,0.9583333333333334,0.9104477611940298,0.9583333333333334,134,48,0.9583333333333334,1.0,0.9787234042553191
170,PHIL173B,0.9,1.0,0.9,1.0,10,5,1.0,1.0,1.0
171,PUBLPOL105,0.7704918032786885,0.6,0.7704918032786885,0.6,61,15,0.6,1.0,0.7499999999999999
172,STATS116,0.6764705882352942,0.9047619047619048,0.6764705882352942,0.9047619047619048,340,42,0.9047619047619048,1.0,0.9500000000000001
173,MATH115,0.6428571428571429,0.8709677419354839,0.6428571428571429,0.8709677419354839,154,31,0.8709677419354839,1.0,0.9310344827586207
174,MATH114,0.8421052631578947,0.6666666666666666,0.8421052631578947,0.6666666666666666,38,3,0.6666666666666666,1.0,0.8
175,STATS60,0.6911421911421911,0.8268156424581006,0.6911421911421911,0.8268156424581006,858,179,0.8268156424581006,1.0,0.9051987767584098
176,CS221,0.7472527472527473,0.7965116279069767,0.7009419152276295,0.7906976744186046,1274,172,0.8300653594771242,0.9338235294117647,0.878892733564014
177,MUSIC424,0.6666666666666666,0.0,0.3333333333333333,1.0,3,3,0.0,0.0,0.0
178,ME131B,0.6,0.8125,0.6,0.8125,270,16,0.8125,1.0,0.896551724137931
179,ENGR20,0.7647058823529411,0.8,0.7647058823529411,0.8,34,5,0.8,1.0,0.888888888888889
180,ENERGY102,0.6129032258064516,0.7333333333333333,0.6129032258064516,0.7333333333333333,31,15,0.7333333333333333,1.0,0.846153846153846
181,MATSCI163,0.8648648648648649,1.0,0.8648648648648649,1.0,37,3,1.0,1.0,1.0
182,CS110,0.7031746031746032,0.6917562724014337,0.42857142857142855,0.46236559139784944,1260,279,0.6776859504132231,0.6356589147286822,0.656
183,ENGR105,0.6259541984732825,0.38095238095238093,0.6259541984732825,0.38095238095238093,131,63,0.38095238095238093,1.0,0.5517241379310345
184,PSYCH95,0.8271028037383178,0.8977272727272727,0.8271028037383178,0.8977272727272727,214,88,0.8977272727272727,1.0,0.9461077844311377
185,MATH122,0.8809523809523809,0.6666666666666666,0.8809523809523809,0.6666666666666666,42,9,0.6666666666666666,1.0,0.8
186,EE364B,0.6666666666666666,1.0,0.6666666666666666,1.0,3,6,1.0,1.0,1.0
187,CS102,0.7548387096774194,0.5873015873015873,0.7548387096774194,0.5873015873015873,155,63,0.5873015873015873,1.0,0.74
188,ME140,0.717391304347826,0.75,0.717391304347826,0.75,184,44,0.75,1.0,0.8571428571428571
189,BIOMEDIN224,0.95,0.75,0.95,0.75,20,4,0.75,1.0,0.8571428571428571
190,STATS191,0.8402366863905325,0.7857142857142857,0.8402366863905325,0.7857142857142857,169,56,0.7857142857142857,1.0,0.88
191,PHYSICS113,0.6511627906976745,0.625,0.6511627906976745,0.625,43,24,0.625,1.0,0.7692307692307693
192,PSYCH50,0.8135593220338984,0.79375,0.8135593220338984,0.79375,531,160,0.79375,1.0,0.8850174216027874
193,PHYSICS107,0.7717391304347826,0.8125,0.7717391304347826,0.8125,92,16,0.8125,1.0,0.896551724137931
194,ECON52,0.7148760330578512,0.7162162162162162,0.7148760330578512,0.7162162162162162,484,74,0.7162162162162162,1.0,0.8346456692913385
195,PHYSICS161,0.8888888888888888,1.0,0.8888888888888888,1.0,18,5,1.0,1.0,1.0
196,CS155,0.5681818181818182,0.5730337078651685,0.5681818181818182,0.5730337078651685,220,89,0.5730337078651685,1.0,0.7285714285714285
197,LINGUIST130B,0.8055555555555556,0.7272727272727273,0.8055555555555556,0.7272727272727273,36,33,0.7272727272727273,1.0,0.8421052631578948
198,MATH53,0.7012448132780082,0.7142857142857143,0.7012448132780082,0.7142857142857143,723,154,0.7142857142857143,1.0,0.8333333333333333
199,CS348B,0.6190476190476191,0.8333333333333334,0.6190476190476191,0.8333333333333334,21,18,0.8333333333333334,1.0,0.9090909090909091
200,PHYSICS231,0.8,1.0,0.8,1.0,10,11,1.0,1.0,1.0
