,CS106B,PHYSICS41,CS106A,PHYSICS113,CS109,PHYSICS63,ECON1,MATH51,ENGR40M,PHYSICS121,CS221,PHYSICS70,CS229,MATH114,MATH180,MATH131P,CS231N,MS&E221,CS193A,CS131,CS103,PHYSICS110,PHIL1,MATH104,MATH120,MATH41,PSYCH90,CS106X,PHYSICS107,CHEM190,STATS200,PHYSICS170,BIOE44,CS279,CS371,PHIL170,ENERGY160,STATS203,CS227B,CS166,PHYSICS160,MATH146,MATH51H,MATH52H,MATH53H,ENGR14,ECON102B,MS&E226,CS148,PHIL102,MATH108,PHYSICS131,PHYSICS262,PHYSICS171,MATH106,CS251,ENGR62,ME101,SYMSYS100,PSYCH131,BIO115,PHIL151,CS168,CHEM31A,CHEM31B,PHYSICS161,GEOPHYS110,EE102A,CS248,MS&E111,STATS191,CS124,MATH52,PHYSICS120,MATH109,CS143,CS145,CS242,CS181,CS240,CS144,CS193P,CME200,CME250,CS348B,MATH171,MATH159,MATH107,PSYCH164,MS&E311,STATS217,STATS207,ECON137,CME108,MS&E212,PUBLPOL104,MATH21,CS155,CS194,ENGR30,OSPKYOTO40M,PHYSICS220,PHYSICS134,PHYSICS330,PHYSICS230,PHYSICS108,PHYSICS231,MATH151,COMM108,STATS141,MATH137,MATH116,BIO43,CEE274A,CEE274B,CHEMENG183,PHYSICS152,HUMBIO128,PSYCH95,MATH143,ECON52,STATS240,ECON155,ECON178,PHYSICS21,CS147,PHYSICS23,CS210B,CS247,MS&E121,ENGR40,PSYCH101,CS224S,CS223A,PHYSICS361,EE263,EE364A,MCS100,CS238,CS205A,CS224N,EE102B,EE261,MATH118,PHYSICS172,MS&E245A,MATH121,MATH122,MATH145,PHYSICS44,AA100,CS102,STATS206,PHIL181,LINGUIST1,PHIL173B,PHIL175,PHIL194J,BIOMEDIN214,PSYCH147,PSYCH121,STATS215,PHYSICS211,ECON136,MATH148,PHIL150,MATH113,CS161,PHYSICS112,MATH53,CHEM33,BIO41,CHEM31X,PSYCH1,PHIL152,MATH115,ENGR50,ECON102A,MS&E211,BIO42,ECON50,CS157,PHIL162,PHIL154,PHIL180,PHIL186,CME100,CME102,PSYCH30,PSYCH50,PSYCH45,PSYCH60B,CS261,PHYSICS61,CS224U,PHYSICS45,MATH19,ECON51,CS108,CHEM35,CHEM131,CHEM130,CHEM135,CS245,CS154,CS210A,MATH20,PHYSICS41A,PHYSICS130,CME104,CME106,STATS202,CS107,MATH42,CS110,PHYSICS65,MATH51M,PHIL80,PHIL50,CS140,PHYSICS105,STATS116,CS240H,CS142,MATH162,PHYSICS43,LINGUIST105,LINGUIST180,MATH175,GS4,OSPBER40M,ME210,CS246,MATH230A,CME263,EE101A,MATH154,MATH172,MATH205A,CS107E,CEE70,STATS376A,MATH238,EE376A,CS229T,MATH136,MATH205B,MATH210A,CS267,CS367,EE42,CS190,CS265,CS243,CS167,MS&E334,EE46,CS41,CS274,CS194H,ENERGY102,STATS110,PSYCH60,EE108,MATH215A,PHYSICS64,ME80,MUSIC320A,LINGUIST230A,LINGUIST222A,ENGR15,EE180,ECON135,MS&E245B,STATS311,EE364B,ENGR10,CHEM151,CS9,PSYCH10,MATH147,CS272,CS211,CS228,EE103,EARTHSYS101,CS262,CME102A,ECON183,STATS60,CS239,CS334A,CME103,EE178,PHIL184,LINGUIST131,COMM106,MS&E125,PHIL187,HUMBIO3B,LINGUIST120,MATH244,LINGUIST130A,HUMBIO129S,PHYSICS25,PHIL176,MS&E120,LINGUIST284,EARTHSYS151,PSYCH175,MS&E252,PSYCH120,HUMBIO4A,HUMBIO3A,LINGUIST288,PHIL359,EE278,CS358,MATSCI164,MATH216A,MATH210B,PHIL166,MATH210C,PHYSICS67,MS&E145,PSYCH206,ECON110,ECON101,ECON165,ECON146,COMM113,ME115B,ME203,ME216A,ME112,ME216B,ME216C,CS103A,STATS290,PHIL182,BIOE101,GEOPHYS120,CS241,ENERGY101,LINGUIST230B,EARTHSYS112,EARTHSYS111,EARTHSYS191,BIO158,MATH173,CS377U,BIO156,PSYCH146,STATS50,PSYCH80,CS376,HUMBIO2A,PHIL107B,ME115A,LINGUIST130B,PSYCH141,PSYCH60A,COMM177A,CHEM132,ECON149,ECON116,ECON118,ECON145,ECON124,ECON121,ENERGY191,CEE171,ECON126,ECON141,CEE177,CEE166A,CHEM175,CHEMENG100,CHEMENG110,CHEMENG120A,ECON128,CHEMENG185A,CHEMENG170,CHEMENG150,CHEMENG185B,CHEMENG140,CHEMENG160,ECON140,EE65,ECON112,PUBLPOL168,ME161,MS&E130,AA279A,BIOE41,BIOE123,BIOE103,BIOE141A,BIO153,BIOE141B,ECON143,MS&E245G,CHEM171,CHEMENG20,CHEMENG181,PUBLPOL105,ME70,MS&E260,MS&E146,ECON102C,CHEM134,CHEM174,CHEM173,CHEM176,CHEM153,CHEM185,CEE262D,BIOE42,CEE176B,ENERGY104,ECON111,ECON179,ME261,EE107,ENGR105,ME227,PSYCH252,CEE262E,CS448B,ENGR20,CHEMENG120B,ECON144,ECON166,HUMBIO124C,HUMBIO151R,ME113,PHYSICS46,ECON154,ECON113,ME346A,AA242A,ECON159,GS102,GS90,EE101B,ME131A,CEE101A,CEE101C,EE134,MS&E243,MS&E295,STATS167,MS&E235,CS276,ECON157,BIO104,CHEM184,ECON127,ESS112,CEE101B,CEE180,CEE203,CEE182,CME100A,BIO101,EE114,BIOMEDIN224,EE116,MATSCI152,ENGR25B,MS&E220,ENGR154,EE271,EE282,EE273,EE153,EE264,CME309,MATH220,EE222,EE109,BIO107,EE236A,EE369A,EE369B,CME104A,EE279,EE155,EE214B,EE179,ENGR205,CHEMENG25B,EE373A,BIO256,EE376B,EE169,EE212,CME364A,CS225A,MUSIC424,STATS300A,STATS310A,EE378B,STATS374,EE355,MUSIC420A,BIOE210,EE303,EE253,AA212,EE314A,CS316,EE213,EE122A,PHYSICS91SI,STATS219,STATS155,EE293B,EE254,ME318,ENERGY171,EE214A,EE255,EE133,CS224D,EE223,EE142,EE124,MUSIC320B,EE118,STATS271,MS&E112,MATSCI196,BIOMEDIN225,MATH215B,EE372,STATS315A,STATS310C,MATH236,PHYSICS331,PHYSICS332,CS233,EE388,STATS310B,BIOE211,MATH230B,MATH230C,CHEM223,BIOE244,BIOE103B,BIOE201C,BIOMEDIN217,CHEM181,GENE224,CME192,CHEM137,CHEM183,BIOE454,BIOE313,BIOE212,CHEMENG355,BIO188,CHEMENG174,CEE271B,CHEMENG142,OSPPARIS40M,AA228,BIOHOPK167H,MS&E201,MS&E246,MATH226,EE377,PHYSICS252,PHYSICS210,PHYSICS234,CHEM221,ECON125,IPS207,ME131B,ECON150,PUBLPOL303D,CS109L,PUBLPOL107,ECON158,IPS204B,CS246H,HISTORY103D,COMM273D,BIOHOPK263H,EE368,ME105,CEE276,CHEMENG162,ECON5,BIO144,STATS195,CHEM225,OSPSANTG130X,CHEMENG300,PUBLPOL102,ME140,ME250,ECON226,PUBLPOL205,SOC168,PHYSICS26,CME212,MATSCI193,CHEM110,MATSCI190,EE47,CHEMENG242,CME181,PSYCH195,CEE160,HUMBIO157,HUMBIO163,HUMBIO142,SOMGEN207,HUMBIO112,MI185,HUMBIO136,BIOMEDIN210,BIO258,BIOMEDIN156,CHEM33C,ENERGY271,CHEM31AC,PHYSICS22,EE336,CEE172,AA279B,EE242,AA210A,PHYSICS367,GS110,MATSCI198,EE311,EE346,PHYSICS260,EE216,GEOPHYS265,CME206,PHYSICS366,PSYCH193,CS42,CEE270,CHEMENG345,CHEMENG432,BIO189,CHEMENG454,ENGR155C,CS249A,CS294S,MS&E233,MS&E261,MS&E262,CEE166B,CEE169,CEE164,CEE265D,CEE161A,BIOMEDIN260,CHEM271,CME211,MATSCI163,CHEM297,CHEM253,EE234,GS171,EE252,CS106L,MS&E319,STATS267,STATS270,ME351A,PSYCH266,ENGR240,CEE181,AA241X,CEE183,ME325,AA240A,ME204A,ME204B,MATSCI151,AA280,ME300A,ME351B,ME300C,ME309,PHYSICS42,AA256,ME271,RAD260,ME262,ME352C,ENERGY295,EARTHSYS158,ME335A,CEE262C,CEE363B,CEE262F,ME181,CEE262A,EARTHSYS146B,OSPPARIS40P,EARTHSYS146A,GS104,ESS220,ESS251,GS105,GS180,GS103,CS377M,AA241A,CS244,EE122B,CS244B,EE284,MUSIC422,EE304,CME213,EDUC257,AA272C,ENGR155A,EE356A,EE251,EE236B,EARTHSYS258,CS327A,ME202,BIO173,CS275,CS374,BIOE355,PSYCH178,PSYCH187,BIOMEDIN215,CS193W,ESS258,CHEMENG274,CME371,BIOMEDIN212,CS232,CS448Z,PHIL251,PHYSICS212,CME304,MS&E241,CEE209,STATS231,CME204,LINGUIST289,EE266,MS&E310,STATS371,PHIL286,STATS244,PSYCH253,GS190,EARTHSYS164,BIOHOPK163H,ESS151,ESS246B,CME195,MS&E294,BIO239,BIO234,CEE172A,EARTHSYS291,EARTHSYS251,CS377W,PHYSICS351,PHYSICS373,ENERGY291,CS344,CS251P,AA200,PHYSICS364,LINGUIST210A,LINGUIST222B,CEE178,ECON103,PHYSICS372,EE316,ENGR155B,ME260,AA240B,EE323,CME302,CS277,EE136,EE233,CME305,CME306,ENERGY293B,MATSCI199,IMMUNOL207,PUBLPOL184,GS111,GEOPHYS162,GEOPHYS222,GS185,GEOPHYS183,ENERGY223,ENERGY293C,ENERGY221,CEE195,ME116M,PHYSICS368,MATH132,CS364A,STATS305,MS&E355,PSYCH134,PHIL150X,CS348A,BIOMEDIN371,GS255,BIOPHYS371,STATS263,MS&E352,CHEMENG281,BIO44Y,MATSCI358,PUBLPOL268,COMM274D,COMM122,PHIL282,COMM208,PSYCH171,APPPHYS273,PSYCH149,HRP256,MS&E251,ECON107,MATSCI320,AA241B,CEE260A,PHIL350A,MATH248,GS252,GEOPHYS251,GEOPHYS223,MATSCI195,COMM277A,PHYSICS62,ESS246A,BIO163,LINGUIST250,GEOPHYS146A,GS151,MATH138,CHEMENG240,GS253,LINGUIST205A,GENE217,COMM206,ESS158,ME300B,PSYCH104,MATSCI203,CEE266A,PHIL180A,MUSIC421A,MATSCI251,GEOPHYS281,EE328,ECON153,CEE274D
MATH109,8.665173627802263,5.390399276913532,5.207877501090578,5.195407614614582,4.867765046225626,4.84393532269292,4.478706945602776,4.084350911388756,3.913727121050695,3.809005947532237,3.477137847509915,3.137804205946948,3.030627345728931,2.997097048617674,2.755243952568125,2.7083969299372113,2.6297944173389594,2.1783996627803583,2.1780730590149577,2.1780730590149577,2.094994943913474,2.00489244437316,1.6224302561547097,1.607788127729325,1.57647923747453,1.57647923747453,1.57647923747453,1.5503957791092629,1.543434035351306,1.530587751877273,1.3839509608423015,1.1445548190780084,1.0788663935532665,1.0788663935532665,1.0788663935532665,1.0363017979876017,1.0363017979876017,1.0363017979876017,1.0363017979876017,0.9154591541880635,0.8885512566604992,0.8885512566604992,0.8603376252951522,0.8603376252951522,0.8603376252951522,0.8120851305773906,0.8120851305773906,0.8120851305773906,0.786064532054821,0.7779788141525423,0.7382094390096613,0.6548827786908078,0.6548827786908078,0.6548827786908078,0.5935224305391111,0.5235779934616426,0.5235779934616426,0.5235779934616426,0.522207789448516,0.4896720403872,0.4896720403872,0.4731353313078944,0.45172135832400473,0.40605345542672616,0.40605345542672616,0.3988792162732986,0.35392286813868773,0.33434317373081496,0.33434317373081496,0.24185309604954544,0.24185309604954544,0.09369192059796311,0.05689355294786139,0.008601264252471624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3042119063587552,-0.39463680167742377,-0.9925326936421456,-1.0032785655832472,-1.0162481602763414,-1.1407513514870615,-1.1407513514870615,-1.1658557500762214,-1.2016695309216252,-1.217775507474132,-1.2346103454042696,-1.4153172899369892,-1.657063670402383,-1.7677202607424285,-1.8381978639258063,-2.0561191183385072,-2.1536002222665815,-2.2540773054617333,-2.2540773054617333,-2.2540773054617333,-2.2540773054617333,-2.2970214954416766,-2.2970214954416766,-2.3971791296104166,-2.3971791296104166,-2.3971791296104166,-2.3971791296104166,-2.408001042957483,-2.4085128524690216,-2.441906996031921,-2.5022464640761983,-2.5179001241919665,-2.7110018970293153,-2.8350561846332205,-2.917064257479075,-2.917064257479075,-2.917064257479075,-2.917064257479075,-2.9315790364191265,-2.9315790364191265,-2.9315790364191265,-3.0769092806827616,-3.0769092806827616,-3.268850477764179,-3.375887888994937,-3.375887888994937,-3.375887888994937,-3.7411312336798153,-4.245872890685337,-4.356765369615808,-4.848676514515481,-4.884325225132668,-4.965079202491054,-5.1692017927669465,-5.43594950771045,-5.666029607374593,-5.714932175855108,-5.959527501172097,-7.239383590105147,-8.658182503948805,-15.282825291950548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS166,-4.869694358960131,-11.091158096524905,-24.552273562772644,,20.66837938647949,-10.839969315391608,16.06092346761722,-16.314215624107923,-0.7460573703507105,,-0.5287614535355593,0.0,-5.823022141011602,0.0,,-13.509788495820125,23.274832286397636,-29.716660636036117,38.192339248055376,-0.1672343462679149,-13.203506243650988,0.0,-22.297144675605274,3.1518847283822025,34.026187240015396,-5.928041627809965,,10.311669018481293,,,-15.742913018852766,,-19.15561843993498,0.0,,10.16238891273339,,0.0,-8.932217112648084,0.0,,6.500679185118165,0.40636347105282167,0.0,-26.14603778337424,7.290423527806688,,0.0,12.574658524819204,0.0,-22.085354529433435,,,,0.0,27.294789772166517,0.0,0.0,27.02728022828141,,,-15.12172399562254,43.69935416273456,-4.783712046351669,15.75400122099907,,,5.672217987390065,2.990780881925681,0.0,-7.290944857907761,-1.829752740472127,13.806625384823198,3.431723750616352,0.0,12.384184493455423,28.136205261910078,28.968282608112343,3.431723750616352,0.0,-35.571115869443794,0.0,,,0.0,-23.920225348521356,0.0,1.7720185877591128,,,22.425715778128396,0.0,0.0,,,,0.0,15.768559780968738,0.0,0.0,,,,,0.0,,0.0,0.0,-9.703268361207796,,0.0,15.450116742218993,0.0,,,,0.0,,-12.681603916070813,9.330060236920797,-16.452369611083867,0.0,,,0.0,0.0,-5.870796818763419,-6.681999091802589,,,11.318215514353097,,,0.0,,0.0,-6.773344090726186,,0.06500039623612572,20.132065120948766,18.87376495988398,,,,,-12.110328324499351,28.249072046422466,5.248937307848972,2.695930376212421,,2.4407961874712734,,-8.451968160944995,,0.0,,,,,6.67285544518536,,0.0,,0.0,2.695930376212421,6.320239420146969,11.960490332879202,0.04294764581948972,5.20169281975876,11.45606167351123,-8.275047302864817,0.0,-20.2506230662644,5.6266912295513825,,-49.99938086093497,15.75400122099907,6.67285544518536,0.0,0.0,-4.796209040279388,-23.937801631981625,,,,,0.19393868221439517,28.83808847779789,4.481331227448419,0.0,0.0,,-23.07016475117354,15.885680578298306,-24.8393941271912,15.616842084897794,-9.703268361207796,10.451280902784866,1.015338492529685,-11.347444607793053,0.0,0.0,,-26.14603778337424,-27.29772005854115,0.6084244360040892,-9.703268361207796,14.161290539529121,3.431723750616352,,,22.425715778128396,17.144310041591883,-9.703268361207796,13.56569804624197,5.834415875007499,-9.379823313463275,10.16238891273339,,-11.765694099867277,-6.911690367231164,9.74299237198707,-26.14603778337424,5.664825875046616,0.0,2.3978480932681108,14.161290539529121,14.161290539529121,12.641313309386629,12.247908160181165,11.137970437900272,9.541657521823796,9.195562840253668,8.334114860847386,6.707292498142822,5.672217987390065,5.638184484634971,5.622759485206176,5.504733809044752,4.494481468845059,3.20816413324065,2.829381051802629,2.829381051802629,2.808803432832338,2.808803432832338,2.808803432832338,2.695930376212421,2.695930376212421,2.5530069316365447,2.5530069316365447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.928041627809965,-9.639113197298963,-9.681759989343368,-11.874791960253544,-11.874791960253544,-12.681603916070813,-12.681603916070813,-16.705666066641122,-17.497185656916272,-22.297144675605274,-33.86420029159605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL151,-25.429172870094366,-69.11336526791652,19.47929257773762,0.0,55.620414074067135,11.717819816113513,62.95478194143147,0.6933315414374279,11.130081890656106,11.74047079325797,63.340089300096245,-20.449549448344015,-34.69455010308439,,0.0,23.102977110014173,2.097001960890902,-24.65345875413282,2.482541995410443,13.246518709460052,16.180485813601177,0.0,52.59386532940696,11.362506316756162,44.67325613805105,-45.44314300331535,,86.6298198386392,0.0,,-24.65345875413282,0.0,,0.0,,44.88283903328375,,0.0,-67.36912116999507,0.0,,0.0,40.33511487199672,27.219949003599336,22.350765645179635,0.0,-21.227756151731146,,0.0,-58.90090125198717,64.85208925277554,0.0,2.793540918824129,0.0,8.394998311918934,0.0,2.3745981811781074,-20.882455362834953,-26.50329612802133,41.835998503923385,,0.0,0.0,-23.792766109178856,8.237768088000456,,,0.9684404594908497,0.0,20.091483453293126,0.0,-41.445848844445145,9.37928876649862,0.0,11.362506316756162,2.957295229679787,-59.165027270694345,0.0,-59.889137918846295,9.67932374401343,2.957295229679787,7.089551512239362,,,0.0,22.678190833082834,0.0,18.90878209180736,7.174046930094084,,0.0,,0.0,,,,54.720817630908186,28.36567967856375,13.246518709460052,,0.0,,,2.793540918824129,2.793540918824129,,0.0,-21.227756151731146,26.583200195580474,0.0,,5.062926432526064,-14.11182951419528,,,,,,37.59676460456147,7.108455577064595,1.9435284175258198,0.0,0.0,0.0,8.28383937891065,18.36805630068205,-37.588404211947925,7.83111650521095,-35.825919656726505,20.091483453293126,-46.98224883525151,0.0,0.0,0.0,,15.544768191804895,0.0,,0.0,,-58.690948202272764,,,-14.87234052563345,,,0.0,0.0,2.793540918824129,,1.8382908784158136,0.0,0.0,-45.05032885976988,-6.57686925743859,7.747532076148336,57.54755383913842,7.299493692652024,,-15.127835904551382,,,,0.0,0.0,-12.869138271054258,29.817303754566048,-12.347491570800141,-19.93388848035232,52.13507557571853,-17.184012387374704,-5.874061426194854,12.060762966288376,14.84166720947967,7.299493692652024,5.321673155513704,20.091483453293126,-17.235658556600214,-24.65345875413282,0.0,-11.174598009083951,0.5363073027622912,0.0,0.0,-24.38999053952756,0.0,-50.47849538998219,0.0,41.00175752049739,-34.40360822242077,-35.409970873172114,-27.57783269997721,0.0,28.57609066880026,2.2170244318746755,-32.9310080477028,-18.220394360134357,-21.227756151731146,15.800143040601542,19.285740193891876,0.0,,,13.161923972522132,18.396124405087658,7.83111650521095,51.09699186313469,,0.0,0.0,11.580711973893818,0.0,29.317767933561477,-1.9413696891162444,17.653770687158293,25.37426820939928,,-38.01527946530389,-5.011359103480995,-23.71506245490253,11.74047079325797,-34.98372863229469,0.0,-4.067986667213052,52.418758155239495,19.890688996601632,-37.86980692736375,0.0,0.0,0.0,0.0,0.0,2.482541995410443,0.0,,0.9684404594908497,0.0,0.0,20.942236124790767,0.0,0.0,,,0.0,0.0,17.677030735253705,0.0,66.86079288143372,,,,2.957295229679787,0.0,,5.734114544320015,,27.570741497687383,,18.021324791248507,-21.695272876244058,64.9289463578159,9.353071012114913,81.31499699363195,,0.0,,0.0,,,2.957295229679787,,0.0,,,,,,,,,1.4085295203889316,,,0.0,0.0,,18.021324791248507,,,72.36910653625672,,0.0,30.84207333093257,56.13995318907493,38.61653166982808,23.430424154978102,20.849085651260516,20.091483453293126,18.058826316402996,13.246518709460052,12.31036624179466,11.648493807370164,11.051341619757624,9.991155130063929,7.747532076148336,7.299493692652024,4.9636475487417195,2.957295229679787,2.482541995410443,1.8382908784158136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.11182951419528,-15.127835904551382,-24.65345875413282,-25.642073936567684,-26.60889614308672,-31.041473953580518,-32.77022876295236,-33.47851023279986,-42.71566241586207,-44.05086398215929,-45.05032885976988,-47.98263516593295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
