,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
158,PHYSICS108,0.9516129032258065,0.6666666666666666,0.8709677419354839,0.6666666666666666,62,3,0.6666666666666666,1.0,0.8
159,ECON150,1.0,1.0,0.8235294117647058,1.0,17,5,1.0,1.0,1.0
160,MS&E221,0.9487179487179487,0.8571428571428571,0.8376068376068376,0.8571428571428571,117,49,0.8571428571428571,1.0,0.923076923076923
161,CS194H,0.9016393442622951,0.9444444444444444,0.8688524590163934,0.9444444444444444,61,18,0.9444444444444444,1.0,0.9714285714285714
162,PHYSICS131,0.9387755102040817,0.9230769230769231,0.7857142857142857,0.6538461538461539,98,26,0.9411764705882353,0.9411764705882353,0.9411764705882353
163,CHEMENG185B,0.9746835443037974,1.0,0.9493670886075949,1.0,79,22,1.0,1.0,1.0
164,CHEM175,0.9819819819819819,0.8571428571428571,0.7657657657657657,0.7142857142857143,111,21,0.8333333333333334,1.0,0.9090909090909091
165,CHEMENG20,0.8596491228070176,0.5882352941176471,0.7192982456140351,0.8235294117647058,57,17,0.8888888888888888,0.5714285714285714,0.6956521739130435
166,CHEM176,0.9649122807017544,0.8181818181818182,0.7894736842105263,0.8181818181818182,57,11,0.8181818181818182,1.0,0.9
167,MATH53,0.8298755186721992,0.7272727272727273,0.7012448132780082,0.7142857142857143,723,154,0.7982456140350878,0.8272727272727273,0.8125
168,PHYSICS121,0.9313725490196079,0.7567567567567568,0.6078431372549019,0.6216216216216216,102,37,0.8181818181818182,0.782608695652174,0.8
169,ME115B,0.8634146341463415,0.9130434782608695,0.8341463414634146,0.9130434782608695,205,69,0.9130434782608695,1.0,0.9545454545454545
170,CME100,0.7134387351778656,0.6697247706422018,0.6521739130434783,0.5688073394495413,1518,109,0.6477272727272727,0.9193548387096774,0.76
171,MATH131P,0.8849557522123894,0.6,0.5663716814159292,0.8,113,15,0.8,0.6666666666666666,0.7272727272727272
172,PHIL151,0.9636363636363636,0.6944444444444444,0.6181818181818182,0.6388888888888888,110,36,0.7727272727272727,0.7391304347826086,0.7555555555555555
173,AA279A,0.9166666666666666,0.4444444444444444,0.9166666666666666,0.4444444444444444,12,9,0.4444444444444444,1.0,0.6153846153846153
174,CHEM33,0.7666963490650045,0.6550632911392406,0.5093499554764025,0.39556962025316456,1123,316,0.5412371134020618,0.84,0.658307210031348
175,MCS100,0.9298245614035088,1.0,0.9298245614035088,1.0,57,3,1.0,1.0,1.0
176,ECON143,0.9452054794520548,0.967741935483871,0.9178082191780822,0.967741935483871,73,62,0.967741935483871,1.0,0.9836065573770492
177,MATH120,0.8772727272727273,0.7333333333333333,0.8090909090909091,0.6888888888888889,220,45,0.7209302325581395,1.0,0.8378378378378378
178,EE133,0.9642857142857143,1.0,0.9285714285714286,1.0,28,8,1.0,1.0,1.0
179,HUMBIO3A,0.8343434343434344,0.8194444444444444,0.498989898989899,0.5972222222222222,495,144,0.8658536585365854,0.8255813953488372,0.8452380952380953
180,BIOE42,0.907563025210084,0.6666666666666666,0.6386554621848739,0.5454545454545454,119,33,0.7333333333333333,0.6111111111111112,0.6666666666666666
181,CEE166B,1.0,1.0,0.6666666666666666,0.8,15,5,1.0,1.0,1.0
182,ME318,0.9411764705882353,1.0,0.8529411764705882,1.0,68,5,1.0,1.0,1.0
183,PHYSICS65,0.8269230769230769,0.6296296296296297,0.7019230769230769,0.5185185185185185,104,27,0.5909090909090909,0.9285714285714286,0.7222222222222223
184,CS231N,0.8945147679324894,0.6242038216560509,0.6455696202531646,0.6242038216560509,237,157,0.7142857142857143,0.6632653061224489,0.6878306878306879
185,CS108,0.8630434782608696,0.7567567567567568,0.7630434782608696,0.7162162162162162,460,74,0.7966101694915254,0.8867924528301887,0.8392857142857143
186,PHYSICS161,1.0,1.0,0.8888888888888888,1.0,18,5,1.0,1.0,1.0
187,ME216C,0.9701492537313433,0.9583333333333334,0.9104477611940298,0.9583333333333334,134,48,0.9583333333333334,1.0,0.9787234042553191
188,CME102A,0.768,0.6086956521739131,0.736,0.6086956521739131,125,23,0.6190476190476191,0.9285714285714286,0.742857142857143
189,CS193A,0.9607843137254902,0.9583333333333334,0.9411764705882353,0.9583333333333334,51,72,0.9583333333333334,1.0,0.9787234042553191
190,PUBLPOL104,0.9473684210526315,0.8636363636363636,0.7017543859649122,0.7727272727272727,57,22,0.8888888888888888,0.9411764705882353,0.9142857142857143
191,EE118,0.9574468085106383,0.8666666666666667,0.723404255319149,0.8666666666666667,47,15,0.8666666666666667,1.0,0.9285714285714286
192,BIOE44,0.9052132701421801,1.0,0.9052132701421801,1.0,211,20,1.0,1.0,1.0
193,ENGR62,0.944954128440367,0.8333333333333334,0.7614678899082569,0.6666666666666666,109,6,0.8,1.0,0.888888888888889
194,STATS60,0.7214452214452215,0.8100558659217877,0.6911421911421911,0.8268156424581006,858,179,0.85625,0.9256756756756757,0.8896103896103895
195,EE142,1.0,0.6666666666666666,0.7,0.6666666666666666,40,12,0.7,0.875,0.7777777777777777
196,CS248,0.9431818181818182,0.7,0.9431818181818182,0.7,88,40,0.7,1.0,0.8235294117647058
197,CME102,0.7849604221635884,0.8085106382978723,0.6965699208443272,0.6914893617021277,758,94,0.8309859154929577,0.9076923076923077,0.8676470588235293
198,ME131A,0.8487654320987654,0.75,0.5555555555555556,0.8333333333333334,324,24,0.9375,0.75,0.8333333333333334
199,STATS116,0.8529411764705882,0.7619047619047619,0.6764705882352942,0.9047619047619048,340,42,0.9666666666666667,0.7631578947368421,0.8529411764705883
200,BIOE123,0.9807692307692307,0.9545454545454546,0.9711538461538461,0.9545454545454546,104,44,0.9545454545454546,1.0,0.9767441860465117
201,CEE180,0.8888888888888888,0.6666666666666666,0.75,0.6666666666666666,36,9,0.6666666666666666,1.0,0.8
202,CS294S,0.9285714285714286,0.0,0.9285714285714286,0.0,14,1,0.0,0.0,0.0
203,EE65,0.9280575539568345,0.8125,0.7769784172661871,0.8541666666666666,139,48,0.8636363636363636,0.926829268292683,0.8941176470588236
204,ECON101,0.9118773946360154,0.9824561403508771,0.9118773946360154,0.9824561403508771,261,57,0.9824561403508771,1.0,0.9911504424778761
205,CS377U,0.9433962264150944,0.9090909090909091,0.7735849056603774,0.9090909090909091,53,11,0.9090909090909091,1.0,0.9523809523809523
206,ME216B,0.9124087591240876,0.9019607843137255,0.9051094890510949,0.9019607843137255,137,51,0.9019607843137255,1.0,0.9484536082474228
207,MATH19,0.5863991081382386,0.5625,0.5652173913043478,0.5416666666666666,897,48,0.5531914893617021,1.0,0.7123287671232876
208,PSYCH50,0.8455743879472694,0.81875,0.8135593220338984,0.79375,531,160,0.8141025641025641,1.0,0.8975265017667845
209,MATH51,0.6622992392223161,0.5809312638580931,0.5967878275570583,0.6186252771618626,2366,451,0.6293103448275862,0.7849462365591398,0.6985645933014354
210,PHYSICS230,1.0,0.9,0.7333333333333333,1.0,15,10,1.0,0.9,0.9473684210526316
