,CHEMENG120A,CHEMENG120B,CHEM33,CHEM35,CHEM171,CHEMENG110,CHEM31X,CHEMENG181,CME102,CHEMENG100,CHEM173,CME104,CME106,ENGR50,CHEM175,CME100A,CHEM131,ECON1,MATH51,MATSCI152,CHEMENG150,CHEMENG185B,CHEMENG170,PSYCH60B,BIOE101,CHEMENG140,OSPSANTG130X,MATH41,MATH42,LINGUIST1,MATH52,EE47,PHIL80,ENGR14,ME80,CHEM110,CME102A,CHEM190,MATSCI190,MATSCI164,PHYSICS61,CS107,CS103,ENGR40M,CS124,CS109,ENGR20,CHEMENG185A,CME100,CHEMENG162,BIO42,HUMBIO129S,ECON102B,PHYSICS44,ECON52,ECON51,ECON165,CHEMENG183,CHEMENG242,PSYCH1,STATS60,ENGR30,STATS116,CME181,STATS202,STATS200,CHEM181,MATH53,PSYCH95,CS142,CHEMENG20,PHYSICS45,BIO41,CHEM31B,CME104A,CS106A,PHYSICS43,CHEM31A,ENGR25B,CHEM130,CHEMENG142,CS106B,ECON102A,ECON50,PHIL1,ENERGY102,MATH51M,CHEMENG25B,BIO43,MS&E245A,PHYSICS41,CHEMENG174,MS&E120,MS&E130,ECON111,MS&E260,PHYSICS23,ENGR40,CS147,ECON183,CS145,MATH20,MATH19,ME101,PHYSICS21,CS107E,MS&E145,CS108,MS&E146,CS161,ECON140,MS&E261,CS229,ECON136,EE116,CS194H,ECON116,MATH113,CS221,ENERGY101,MS&E121,MS&E211,ECON137,MS&E111,STATS110,CS110,CS223A,MS&E245G,AA228,STATS203,MATH171,MCS100,CS102,MS&E221,STATS191,MS&E252,CS181,MS&E245B,MATH21,MS&E112,MS&E262,HUMBIO2A,HUMBIO3A,HUMBIO3B,HUMBIO4A,MS&E233,PSYCH60,CME192,CS106X,PSYCH30,EE103,MS&E220,MATH104,PHYSICS63,EE101A,EE102A,EE65,CS193P,EE180,CS246,CS448B,CS157,CS155,CS224U,ECON113,ECON178,ECON112,ECON101,CS241,CS210B,CS148,CS194,PHIL184,PHIL150,PHIL102,CME103,PSYCH50,ENGR10,ECON143,EE46,MS&E226,MS&E125,ECON155,EARTHSYS112,PUBLPOL104,ECON118,PHYSICS41A,ECON150,PHIL170,PSYCH10,EARTHSYS111,ECON145,ECON141,PSYCH45,PUBLPOL105,ECON126,ECON102C,ECON124,ECON127,PSYCH80,ECON149,PHYSICS25,BIO101,ECON159,ECON146,ECON135,AA100,ECON166,IPS204B,MATH115,PHYSICS70,PHIL173B,PSYCH195,PUBLPOL168,CS227B,MATH108,PSYCH90,PUBLPOL102,MATH51H,MATH120,MATH52H,MATH107,CS193A,MATH121,MATH53H,MATH122,MATH154,MATH205A,MATH210A,MATH159,EE364A,MATH205B,MATH210B,MATH210C,MATH147,ME203,PHYSICS65,CS166,MATH131P,EE222,PHYSICS110,EE223,EE134,EE142,OSPBER40M,CS238,CS154,CS131,EE263,CS144,PHYSICS105,PHYSICS112,PHYSICS120,PHYSICS121,PHYSICS91SI,MATH173,MATH215A,MATH116,PHIL181,MATH230A,MATH244,PHYSICS107,PHYSICS130,PHYSICS131,PHYSICS152,PHYSICS170,PHYSICS262,PHYSICS171,PHYSICS113,MATH106,ME70,PHYSICS330,PHYSICS231,PHYSICS361,PHYSICS160,PHYSICS161,MATH146,MATH175,MATH143,PHYSICS67,CS224N,CS231N,CEE176B,CS279,AA279A,PHYSICS134,MATH145,MATH216A,MATH215B,PHIL151,EE376A,PSYCH147,ME112,ENGR15,ME131B,ME161,ME131A,ME210,ENGR105,ME318,ME140,EE178,EE108,EE109,EE271,EE114,EE261,MATH172,PHYSICS230,PHIL176,EE101B,MATH136,MS&E246,AA210A,PHYSICS367,PHYSICS331,PHYSICS332,ENERGY191,CS348B,CS251,MATH236,CS168,CS143,EE102B,EE376B,EE278,CS228,EE364B,MATH220,PHYSICS211,EE124,ENGR62,MATH114,PHYSICS210,CS261,PHIL152,MATSCI198,EE311,BIOE44,BIOE41,BIOE123,BIOE103,BIOE42,BIOE211,BIOE141A,BIOE141B,CS371,CS210A,STATS217,STATS219,ECON5,STATS310A,CS334A,CS140,CS248,EE377,MATH118,EE336,EE346,GEOPHYS120,CS276,CHEM151,CHEM134,CHEM174,CHEM176,CHEM153,CHEM132,ME113,PSYCH206,MATH109,PHYSICS108,MATH238,EE242,CME108,ME346A,CS274,EE216,BIOE244,BIOE454,AA242A,MATH148,ECON121,CHEMENG300,PHIL194J,PHIL107B,PHIL186,EE212,EE214B,EE153,EE251,CS229T,ENGR205,CS225A,MATH137,EE155,EE293B,PHYSICS172,LINGUIST105,CS265,EE279,EE214A,BIOE103B,CS245,AA279B,PHYSICS366,BIO104,PSYCH120,EE264,EE133,PHIL187,MATH151,STATS240,ECON179,CS242,ME115A,ME227,PSYCH141,PHYSICS62,EE118,EARTHSYS146A,CME302,CME305,CME306,CHEM223,ENERGY104,COMM108,COMM106,PSYCH121,PSYCH164,CEE70,EE107,PSYCH60A,LINGUIST120,MS&E235,ME216A,HUMBIO124C,HUMBIO163,CS205A,LINGUIST130A,CS106L,ECON157,EE179,CS316,SYMSYS100,PHIL180,PSYCH131,ENGR154,MATH162,BIO188,PSYCH101,BIOMEDIN215,HUMBIO128,BIOMEDIN217,BIO153,BIO156,BIO115,MI185,BIO158,BIO189,CS272,ME181,BIOMEDIN224,CHEM135,CHEM183,GENE224,BIOMEDIN210,BIOMEDIN260,EE122B,MS&E251,BIO173,LINGUIST230A,CS247,AA240A,CEE274A,CEE274B,STATS215,CS275,CEE101B,MATSCI163,MATSCI151,BIO256,CEE177,ESS251,BIO258,BIO144,PSYCH175,PHYSICS22,BIO107,HUMBIO157,CS224S,EE169,EARTHSYS158,ME115B,BIO234,EARTHSYS258,PHIL154,PHIL162,CHEM137,ENGR240,CS262,EARTHSYS191,ME216B,ME216C,ME261,CS103A,BIO239,BIOMEDIN371,BIOE201C,EE303,EE236A,BIO163,RAD260,STATS50,BIOPHYS371,GS90,HUMBIO151R,CHEM221,ESS112,GS4,PHIL50,OSPKYOTO40M,CS9,STATS290,IMMUNOL207,CS376,CS374,PSYCH253,STATS141,PSYCH146,CHEM185,CS294S,EE122A,CHEM184,PSYCH266,ME351A,CME200,CEE101C,CEE101A,CEE180,CEE181,ENERGY160,AA241X,CEE172,CEE182,CEE183,ME325,ME204A,ME204B,EARTHSYS101,CME211,AA280,CEE166A,CEE262E,ME300A,ME351B,ME300C,PHYSICS46,CEE171,ME309,CHEMENG355,CHEMENG454,PHYSICS42,EE373A,MS&E243,AA256,CHEMENG160,CEE160,ME271,BIOE313,CS377U,COMM113,STATS310B,STATS311,STATS310C,LINGUIST180,ME262,ME352C,CS42,ENERGY295,CEE166B,OSPPARIS40M,ME335A,CEE262C,CEE363B,CEE262F,CEE271B,BIOMEDIN214,ME250,MATH226,STATS300A,EE388,CS233,ME105,OSPPARIS40P,EARTHSYS151,EARTHSYS146B,CEE262A,IPS207,PSYCH171,MUSIC320A,MUSIC320B,BIOMEDIN212,CS190,STATS207,EE369A,EE369B,PHIL175,LINGUIST289,GEOPHYS110,PHIL286,CS239,PSYCH134,ECON128,EE368,CS327A,ECON154,CS240H,ECON144,CS348A,STATS376A,STATS371,PSYCH193,CME263,CS244,CS249A,CS244B,PSYCH252,EE236B,CME250,CS246H,MUSIC424,CS251P,LINGUIST130B,CS211,CS377W,CS224D,HUMBIO142,EARTHSYS164,EARTHSYS291,MS&E201,MATH180,CEE178,MS&E310,ENERGY171,LINGUIST222A,MS&E295,PHIL359,PUBLPOL303D,PUBLPOL184,EARTHSYS251,ECON125,ESS151,CEE203,CS240,CS344,EE314A,EE253,STATS206,ECON110,SOC168,PUBLPOL107,PHYSICS26,ENGR155A,ENGR155B,AA200,ME260,AA240B,CME206,LINGUIST131,MATSCI199,LINGUIST288,LINGUIST210A,LINGUIST230B,HUMBIO112,GS190,GS171,BIOHOPK163H,HISTORY103D,ESS246B,CME195,MS&E294,CEE172A,CEE164,BIOE212,EE42,STATS271,EE273,ENERGY291,COMM208,CHEM33C,HUMBIO136,AA241A,AA241B,CEE161A,CEE169,ENERGY271,PHIL182,COMM206,GS104,COMM273D,MATSCI251,COMM177A,PSYCH104,CS358,CS41,ENGR155C,CHEMENG281,CS377M,BIO44Y,MATSCI193,MATSCI358,BIOE210,PHYSICS220,PHYSICS252,STATS155,CME364A,CS267,CS109L,STATS315A,EE372,PHIL166,CS167,PHIL251,EE378B,STATS374,PHYSICS212,PHYSICS64,PHYSICS234,BIOHOPK167H,PHYSICS351,LINGUIST250,EE254,SOMGEN207,CS448Z,CS243,GS105,CS232,GS185,MS&E319,CME213,EE316,EE213,EE323,PUBLPOL268,STATS167,ME116M,EE282,CEE262D,GS102,GS103,GS110,ESS220,CHEM271,ESS246A,EE356A,AA272C,GS180,MATSCI203,CEE266A,GENE217,EE255,STATS244,GS151,MATSCI320,GEOPHYS162,BIOMEDIN225,GS253,EE234,EE252,CHEMENG432,CHEM225,ECON103,STATS195,ECON226,STATS231,CS367,PHYSICS372,PHYSICS373,MATH230B,MATH230C,BIOHOPK263H,ECON158,MS&E212,MS&E355,MUSIC420A,CHEM31AC,ENERGY293B,ENERGY223,CEE260A,LINGUIST222B,MATSCI196,STATS270,CME212,ESS258,CHEMENG274,EE136,PSYCH187,BIOMEDIN156,CS277,CEE265D,EE266,MUSIC422,EE304,ENERGY293C,ENERGY221,PHYSICS260,MS&E311,APPPHYS273,PHYSICS368,GEOPHYS265,CME309,CME304,CEE209,MS&E241,GS111,GEOPHYS222,GEOPHYS183,ECON107,ME202,COMM122,CS193W,ESS158,PSYCH149,EE355,AA212,CEE276,MS&E352,PUBLPOL205,HRP256,MATSCI195,CS364A,STATS263,MATH132,CME371,BIOE355,PHIL150X,EE328,STATS305,EE233,EE284,MS&E334,LINGUIST284,EDUC257,LINGUIST205A,CHEMENG240,CME204,GS255,GS252,GEOPHYS251,GEOPHYS223,STATS267,MUSIC421A,COMM274D,ME300B,CEE195,PHIL282,PHIL180A,CEE270,ECON153,CHEM297,CHEM253,PHYSICS364,COMM277A,CHEMENG345,PSYCH178,MATH138,GEOPHYS146A,CEE274D,PHIL350A,MATH248,GEOPHYS281
CHEMENG162,1.893939393939394e-37,1.893939393939394e-37,1.4993686868686868e-37,1.183712121212121e-37,1.0258838383838383e-37,1.0258838383838383e-37,9.46969696969697e-38,9.46969696969697e-38,8.680555555555555e-38,8.680555555555555e-38,8.680555555555555e-38,7.891414141414142e-38,7.102272727272727e-38,7.102272727272727e-38,5.523989898989899e-38,4.734848484848485e-38,3.945707070707071e-38,3.1565656565656564e-38,3.1565656565656564e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,2.3674242424242426e-38,1.5782828282828282e-38,7.891414141414141e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.891414141414141e-39,-1.5782828282828282e-38,-1.5782828282828282e-38,-1.5782828282828282e-38,-1.5782828282828282e-38,-2.3674242424242426e-38,-2.3674242424242426e-38,-3.1565656565656564e-38,-3.1565656565656564e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-3.945707070707071e-38,-4.734848484848485e-38,-5.523989898989899e-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS61,0.0,0.0,5.307342518826852e-39,3.538228345884549e-39,0.0,0.0,6.950091393702006e-40,0.0,8.84557086471139e-40,0.0,0.0,8.84557086471139e-40,0.0,8.845570864711413e-40,0.0,8.845570864711377e-40,0.0,3.5382283458845515e-39,1.2004703316394042e-39,0.0,,,,,0.0,,,,0.0,0.0,5.3073425188268745e-39,,0.0,0.0,0.0,,,0.0,,0.0,0.0,7.076456691769113e-39,5.307342518826895e-39,0.0,0.0,8.845570864711384e-39,8.8455708647114e-40,0.0,-1.895479471009598e-40,,0.0,0.0,0.0,,0.0,0.0,,0.0,,-2.8432192065143665e-39,0.0,0.0,0.0,,0.0,0.0,,3.348680398783645e-39,,0.0,0.0,-3.7277762929855235e-39,0.0,0.0,,6.002351658197032e-39,8.84557086471137e-40,-3.727776292985512e-39,,0.0,0.0,5.0546119226922826e-40,0.0,0.0,-2.843219206514378e-39,,8.84557086471137e-40,,0.0,0.0,-6.570995499499888e-39,,0.0,,,,,8.84557086471139e-40,0.0,,0.0,0.0,0.0,0.0,,8.845570864711387e-40,0.0,0.0,,8.845570864711402e-40,0.0,,8.845570864711402e-40,,0.0,,,1.769114172942281e-39,0.0,,0.0,0.0,,,0.0,1.76911417294228e-39,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.7691141729422767e-39,,,0.0,,,0.0,,,,3.348680398783614e-39,,0.0,0.0,0.0,-2.843219206514375e-39,8.845570864711395e-40,8.845570864711395e-40,8.845570864711395e-40,,0.0,8.8455708647114e-40,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84557086471138e-40,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,0.0,0.0,0.0,,,8.845570864711377e-40,8.84557086471137e-40,0.0,,3.538228345884557e-39,1.7691141729422826e-39,1.7691141729422826e-39,1.7691141729422816e-39,8.845570864711406e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711402e-40,8.845570864711395e-40,8.84557086471139e-40,8.845570864711387e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7277762929855157e-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E145,0.0532056483068645,0.05306550298547973,-0.10945482606144534,0.05818335212376035,0.05293172843454344,0.03374423669067558,0.029162823618920898,0.0,0.15765055266917238,0.05342432954454875,0.0,0.09196572582421811,0.03302877988270019,0.06581522791327209,,0.19243922568216837,0.03421468469156567,0.7172212361082138,0.20473301792923318,,,,,,,,,0.07243548009475241,0.11954188622236181,0.0,-0.07634394893859846,,-0.12436765266552785,0.056244758422049713,,,0.01095978485081808,,,,0.04229467565631978,0.2020801129086307,0.18429540246415582,0.15492062010125676,0.04622743091730849,0.1994191228534263,,,0.33302889474247604,,0.007441103367769177,,0.06908135632072693,0.0,0.08821361013192185,0.29019457850115643,0.0,,,0.382777989713091,0.20271694613482236,0.06883096334475905,0.03854774036154969,,0.0,0.03864354188744535,,0.12474364561197054,0.06198727368764483,0.0,0.053654120272601684,0.0823726174218739,0.007441380392187623,0.009221404690687317,,-0.04698673022361912,0.08310940638871284,0.32588074018786006,-0.20421362746165939,0.0,,0.3668546212259353,0.21895920656016502,0.3716844267218807,0.022972155216298164,,0.052442803169023354,0.0,0.0,0.013526768497524365,0.11638599135318092,,0.5827538859607552,-0.44144310647377377,0.0,0.005356817247346002,0.03566744287087943,0.04021884547028547,0.0030004049812091312,0.02044685285672508,0.06326218213655432,0.5581983209131762,0.14695821534974982,0.10982268247740032,0.23752809408374734,0.0282660222068207,0.0,-0.03268696147653179,-0.14874353004673666,0.05264675432842551,0.0,0.0,0.01382237736401377,0.0,0.0,,0.0,0.0,0.06967196292623798,0.0,0.2598152790906878,0.0,0.005923233753882487,0.07984907647629445,-0.10469803514883755,0.061256700207768404,0.0,-0.09266218729624641,,0.0,0.0,0.002372154538247288,0.05826014103228882,0.0,0.005927147370134905,0.0,0.011376523131703073,0.0,0.1725743784003581,0.0,0.0,0.0040651693027203995,0.03766672080254417,0.027343186828301648,0.0040530902537295336,0.0,0.017900358799889184,0.0,0.05468049918885479,0.08217065000319902,0.0282253092756021,0.0,-0.150347457450217,0.0,0.05226407098014952,0.02810154279840611,0.028184628722182952,0.0,,,,0.0,0.0,,,0.017889442998502977,0.0,-0.1493904265634495,,0.0,0.07531006815467603,,,0.0,0.062028307787244774,0.2914570270790872,0.09089817099556557,-0.2294704991061059,0.08628832808907255,0.04221411263241328,0.0,0.2728099622504988,0.0,0.020231595127573224,0.0,,-0.16444711817425567,,,-0.059378004713231985,,0.0,0.005119529462646928,0.04047059767746147,,0.0,0.0,0.0,0.0,0.07208757435320248,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.06376607904588048,0.0,0.0,,0.0,0.0,,0.0,0.08535855860047596,,,0.0,,,,,,,,,0.0,0.04989510531882383,0.0,,0.03895942262567446,0.0,,0.0,,0.0,0.015230719875393012,0.0,0.0,,0.0,,0.03391176931362109,,,,,,,0.0,,,,,,,,,,,,0.038853807260324336,0.0,,,,,,,,0.0,,0.01398342111835702,0.0,0.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.03875145146507196,0.0,,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.0039046985683663885,,,,,,,,,,,,,,,,0.0,,,,,,,0.06350856864645164,,,,,,,,,,,,,,,,,,,0.053544008534841814,,0.013981567138214033,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.04412530835491164,,,,,0.0,0.0,,,,,,,,,,,,0.011372271978575214,0.04709839809118373,0.04695181692411053,0.04400781187410283,0.043894336422290445,0.03664135503014256,0.028142578454676326,0.017894850412595427,0.01475514726610234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009574149514793462,-0.12352796080275186,-0.12398992813888378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
